#{"t_start": 1784985745.947574, "env_id": "None"}
r,l,t,success,caught_by_robot_2,caught_by_robot_1,forced_release_robot_1,forced_release_robot_2
-26.187608,304,480.601174,False,False,False,False,False
-33.844845,364,481.165286,False,False,False,False,False
-24.484976,342,481.6877,False,False,False,False,False
52.752768,633,482.664695,False,True,False,False,False
-31.183509,299,483.166669,False,False,False,False,False
52.545188,651,484.233152,False,True,False,False,False
52.614124,640,485.251529,False,True,False,False,False
52.990209,636,486.43854,False,True,False,False,False
-27.243313,360,486.997802,False,False,False,False,False
-37.455237,276,487.41513,False,False,False,False,False
-27.129364,358,487.972521,False,False,False,False,False
-27.340067,359,488.529751,False,False,False,False,False
-22.912432,339,489.055138,False,False,False,False,False
-24.309463,494,489.841536,False,True,False,False,False
52.587058,638,490.829532,False,True,False,False,False
-27.760283,360,491.386179,False,False,False,False,False
67.958364,743,492.726636,False,True,False,False,False
-28.358472,352,493.269349,False,False,False,False,False
-37.47478,361,493.830339,False,False,False,False,False
-27.991174,359,494.386287,False,False,False,False,False
52.095587,635,495.365604,False,True,False,False,False
-22.778342,343,495.894649,False,False,False,False,False
-24.044147,318,496.388936,False,False,False,False,False
53.785979,659,497.424473,False,True,False,False,False
53.427132,656,498.438558,False,True,False,False,False
-26.898567,301,498.900079,False,False,False,False,False
-25.975255,304,499.56551,False,False,False,False,False
-47.882187,356,500.124362,False,False,False,False,False
-26.895747,304,500.590635,False,False,False,False,False
53.011791,653,501.602611,False,True,False,False,False
-22.996698,523,502.406993,False,True,False,False,False
53.192113,650,503.483801,False,True,False,False,False
47.395655,703,504.591166,False,True,False,False,False
52.358241,637,505.772995,False,True,False,False,False
51.869325,637,506.757293,False,True,False,False,False
52.228877,646,507.766763,False,True,False,False,False
-26.40476,305,508.259443,False,False,False,False,False
-25.159077,304,508.72373,False,False,False,False,False
-22.868079,314,509.205241,False,False,False,False,False
52.26592,635,510.256689,False,True,False,False,False
53.669755,655,511.263646,False,True,False,False,False
95.408493,698,512.604056,False,True,False,False,False
-22.383692,319,513.104181,False,False,False,False,False
52.329373,642,514.092384,False,True,False,False,False
53.458006,658,515.130496,False,True,False,False,False
54.239373,664,516.234307,False,True,False,False,False
-25.607068,304,516.719563,False,False,False,False,False
-22.631463,315,517.200587,False,False,False,False,False
-31.461503,293,517.643565,False,False,False,False,False
-22.439968,338,518.162494,False,False,False,False,False
-27.844369,360,518.729532,False,False,False,False,False
-23.985028,341,519.486769,False,False,False,False,False
53.267646,656,520.523239,False,True,False,False,False
-27.633068,358,521.104218,False,False,False,False,False
-31.312079,295,521.564078,False,False,False,False,False
-26.174643,302,522.043262,False,False,False,False,False
50.755662,656,523.22296,False,True,False,False,False
-25.460021,305,523.706563,False,False,False,False,False
52.849605,659,524.749907,False,True,False,False,False
-26.066078,304,525.237918,False,False,False,False,False
-27.492639,357,526.033267,False,False,False,False,False
-25.142152,303,526.520872,False,False,False,False,False
-25.423148,306,527.01059,False,False,False,False,False
-27.741085,359,527.616474,False,False,False,False,False
87.079159,770,528.910008,False,True,False,False,False
-27.619421,305,529.461432,False,False,False,False,False
53.676287,651,530.568255,False,True,False,False,False
-26.407989,304,531.07023,False,False,False,False,False
-31.36989,293,531.54456,False,False,False,False,False
-22.990775,334,532.096888,False,False,False,False,False
-26.066483,304,532.595039,False,False,False,False,False
-28.037435,358,533.42749,False,False,False,False,False
-22.721579,315,533.963918,False,False,False,False,False
51.150256,666,545.768011,False,True,False,False,False
52.941782,641,547.086624,False,True,False,False,False
-27.652065,361,547.694433,False,False,False,False,False
-22.661517,335,548.215843,False,False,False,False,False
53.867729,655,549.334362,False,True,False,False,False
-26.643414,306,549.972899,False,False,False,False,False
-24.12868,342,550.653105,False,False,False,False,False
53.205763,648,552.377945,False,True,False,False,False
53.251705,666,553.487332,False,True,False,False,False
-25.889628,305,553.955287,False,False,False,False,False
52.11888,633,555.041032,False,True,False,False,False
-34.764337,364,555.693306,False,False,False,False,False
-24.728166,474,556.515583,False,True,False,False,False
53.515897,655,557.646648,False,True,False,False,False
-23.567827,340,558.230486,False,False,False,False,False
-24.033724,340,559.031347,False,False,False,False,False
-26.603346,304,559.557739,False,False,False,False,False
-23.906858,342,560.146503,False,False,False,False,False
53.104573,645,561.244786,False,True,False,False,False
52.796836,653,562.401036,False,True,False,False,False
-27.521291,358,563.082417,False,False,False,False,False
-26.490001,306,563.599804,False,False,False,False,False
53.264603,659,564.713399,False,True,False,False,False
53.409658,651,565.813957,False,True,False,False,False
-22.323054,336,566.619026,False,False,False,False,False
-22.711297,340,567.2135,False,False,False,False,False
-27.604543,359,567.840204,False,False,False,False,False
52.688808,649,568.956043,False,True,False,False,False
51.315652,636,570.064939,False,True,False,False,False
53.189432,656,571.270352,False,True,False,False,False
-25.58242,305,571.78569,False,False,False,False,False
50.978754,679,572.961836,False,True,False,False,False
-27.254365,358,573.79026,False,False,False,False,False
-26.89266,303,574.323073,False,False,False,False,False
50.925083,686,575.502385,False,True,False,False,False
-27.553757,361,576.120983,False,False,False,False,False
-27.697771,359,576.747622,False,False,False,False,False
51.698535,637,577.933595,False,True,False,False,False
52.312885,637,579.034916,False,True,False,False,False
53.369949,645,580.13114,False,True,False,False,False
52.87561,669,581.397243,False,True,False,False,False
-27.639462,360,581.998465,False,False,False,False,False
-27.862994,360,582.597891,False,False,False,False,False
58.481485,642,583.616603,False,True,False,False,False
-28.024453,359,584.218934,False,False,False,False,False
-22.343751,315,584.773232,False,False,False,False,False
52.7229,651,585.80515,False,True,False,False,False
-23.453491,318,586.29504,False,False,False,False,False
89.193444,766,587.705199,False,True,False,False,False
-27.198878,358,588.270616,False,False,False,False,False
97.313747,707,589.393449,False,True,False,False,False
-22.33692,334,589.916237,False,False,False,False,False
53.641204,657,590.953561,False,True,False,False,False
-25.498477,305,591.501731,False,False,False,False,False
-26.307301,302,592.016119,False,False,False,False,False
51.404508,658,593.0529,False,True,False,False,False
-22.916201,315,593.541474,False,False,False,False,False
-25.299188,305,594.012064,False,False,False,False,False
52.567388,643,595.223857,False,True,False,False,False
-27.499063,357,595.787692,False,False,False,False,False
49.923578,724,596.934961,False,True,False,False,False
52.748755,642,597.94403,False,True,False,False,False
-22.376463,338,598.54558,False,False,False,False,False
-27.24825,361,599.135947,False,False,False,False,False
52.908326,669,600.183723,False,True,False,False,False
-70.570478,247,600.563034,False,False,False,False,False
51.6344,645,601.773773,False,True,False,False,False
54.582388,664,602.823096,False,True,False,False,False
-25.758476,304,603.295342,False,False,False,False,False
-25.704067,304,603.771251,False,False,False,False,False
-27.216714,360,604.342455,False,False,False,False,False
-37.12408,362,604.92292,False,False,False,False,False
51.082956,636,606.013437,False,True,False,False,False
-27.581391,356,606.57663,False,False,False,False,False
-31.391665,293,607.042288,False,False,False,False,False
-26.120564,304,607.518276,False,False,False,False,False
-22.932675,315,608.268889,False,False,False,False,False
47.703136,706,609.384887,False,True,False,False,False
51.673505,720,610.594325,False,True,False,False,False
52.964596,648,611.651885,False,True,False,False,False
-23.043081,313,612.193551,False,False,False,False,False
-28.480775,301,612.702449,False,False,False,False,False
48.133312,700,613.958911,False,True,False,False,False
-36.661801,361,614.534116,False,False,False,False,False
-23.886657,339,615.269902,False,False,False,False,False
52.252458,654,616.333554,False,True,False,False,False
-27.04041,359,616.893751,False,False,False,False,False
-28.320348,390,617.506033,False,False,False,False,False
-25.904078,304,617.972094,False,False,False,False,False
-24.613944,342,618.527298,False,False,False,False,False
-26.492696,307,619.007014,False,False,False,False,False
-24.325404,305,619.527004,False,False,False,False,False
-27.35168,359,620.095728,False,False,False,False,False
-26.467625,305,620.576863,False,False,False,False,False
-27.108989,360,621.137421,False,False,False,False,False
-27.261877,357,621.956832,False,False,False,False,False
-26.160399,304,622.439207,False,False,False,False,False
-25.551283,304,622.928393,False,False,False,False,False
53.070818,632,623.914371,False,True,False,False,False
-26.660501,302,624.378615,False,False,False,False,False
-22.151509,316,624.866042,False,False,False,False,False
53.969266,665,625.960898,False,True,False,False,False
-27.573559,359,626.518773,False,False,False,False,False
52.776449,662,627.539929,False,True,False,False,False
-26.670924,303,628.003105,False,False,False,False,False
-34.338811,361,628.796485,False,False,False,False,False
-22.10892,318,629.285707,False,False,False,False,False
-25.734205,305,629.753714,False,False,False,False,False
53.369702,653,630.766242,False,True,False,False,False
-22.164508,315,641.300429,False,False,False,False,False
52.2301,641,642.294639,False,True,False,False,False
52.887064,635,643.289298,False,True,False,False,False
-49.203736,355,643.843456,False,False,False,False,False
51.776021,644,645.041415,False,True,False,False,False
-24.99781,304,645.552212,False,False,False,False,False
53.399319,643,646.583987,False,True,False,False,False
52.38297,640,647.639372,False,True,False,False,False
52.413428,633,648.632328,False,True,False,False,False
-23.396836,316,649.150611,False,False,False,False,False
52.413679,639,650.16556,False,True,False,False,False
49.122231,666,651.194249,False,True,False,False,False
-27.100867,358,651.942267,False,False,False,False,False
53.464937,641,652.928856,False,True,False,False,False
54.284073,659,653.951674,False,True,False,False,False
-22.591753,316,654.457498,False,False,False,False,False
52.919834,655,655.475688,False,True,False,False,False
53.919952,652,656.545078,False,True,False,False,False
53.181453,650,657.567077,False,True,False,False,False
52.614472,644,658.763304,False,True,False,False,False
-21.742231,330,659.283143,False,False,False,False,False
-26.972396,361,659.861971,False,False,False,False,False
-23.571377,338,660.406798,False,False,False,False,False
-25.38761,306,660.89518,False,False,False,False,False
52.719222,636,661.931726,False,True,False,False,False
-27.512523,361,662.51519,False,False,False,False,False
52.996094,663,663.540623,False,True,False,False,False
53.034276,638,664.655468,False,True,False,False,False
-27.539024,359,665.417964,False,False,False,False,False
-22.497709,317,665.908851,False,False,False,False,False
-23.902439,340,666.451859,False,False,False,False,False
52.257278,631,667.452334,False,True,False,False,False
-25.72485,305,667.91908,False,False,False,False,False
50.507836,656,668.986118,False,True,False,False,False
-26.314212,304,669.514682,False,False,False,False,False
-22.642045,316,670.05257,False,False,False,False,False
-27.287107,359,670.682244,False,False,False,False,False
-22.163361,317,671.21608,False,False,False,False,False
52.31019,641,672.529673,False,True,False,False,False
51.840296,636,673.581531,False,True,False,False,False
53.084018,655,674.676332,False,True,False,False,False
-27.970304,360,675.287236,False,False,False,False,False
-26.057187,305,675.865176,False,False,False,False,False
-27.816794,355,676.503757,False,False,False,False,False
-25.61395,304,676.986607,False,False,False,False,False
-25.295061,305,677.475843,False,False,False,False,False
54.472381,656,678.563876,False,True,False,False,False
-28.266851,359,679.321688,False,False,False,False,False
-27.320833,301,679.785153,False,False,False,False,False
52.827341,640,680.789066,False,True,False,False,False
-22.895394,332,681.297757,False,False,False,False,False
52.990956,656,682.303511,False,True,False,False,False
-23.924736,315,682.788078,False,False,False,False,False
-22.217319,316,683.31533,False,False,False,False,False
-26.315895,304,683.799144,False,False,False,False,False
-23.542782,316,684.280916,False,False,False,False,False
-37.166061,362,684.844679,False,False,False,False,False
53.058202,658,686.061627,False,True,False,False,False
51.877662,649,687.056543,False,True,False,False,False
-27.463483,358,687.60818,False,False,False,False,False
-31.202969,298,688.055812,False,False,False,False,False
-23.319417,314,688.53225,False,False,False,False,False
-24.52454,345,689.073525,False,False,False,False,False
-23.706731,341,689.618515,False,False,False,False,False
-25.71856,303,690.108982,False,False,False,False,False
-23.083774,338,690.629401,False,False,False,False,False
49.163342,699,691.709152,False,True,False,False,False
-27.148107,306,692.369835,False,False,False,False,False
52.597499,660,693.387852,False,True,False,False,False
54.46436,659,694.406462,False,True,False,False,False
53.01475,636,695.396052,False,True,False,False,False
-24.604755,309,695.896509,False,False,False,False,False
53.335262,663,696.951484,False,True,False,False,False
-22.64124,339,697.475742,False,False,False,False,False
-23.730687,313,697.958594,False,False,False,False,False
53.633121,656,699.16888,False,True,False,False,False
-27.752453,302,699.631286,False,False,False,False,False
-24.610966,482,700.378276,False,True,False,False,False
-27.212737,361,700.936235,False,False,False,False,False
-25.955692,303,701.395401,False,False,False,False,False
-27.576988,360,701.953938,False,False,False,False,False
95.732045,695,703.086488,False,True,False,False,False
-27.091528,303,703.54777,False,False,False,False,False
-22.618589,314,704.028837,False,False,False,False,False
53.003516,647,705.026303,False,True,False,False,False
52.687467,636,706.203324,False,True,False,False,False
-25.761693,304,706.664954,False,False,False,False,False
-26.107801,305,707.126756,False,False,False,False,False
53.631283,656,708.133399,False,True,False,False,False
52.416599,651,709.137202,False,True,False,False,False
-22.121298,316,709.65906,False,False,False,False,False
-25.409275,305,710.159537,False,False,False,False,False
52.888679,636,711.140596,False,True,False,False,False
54.137947,661,712.353824,False,True,False,False,False
-25.845228,305,712.815519,False,False,False,False,False
52.351857,643,713.800226,False,True,False,False,False
-21.925916,334,714.310353,False,False,False,False,False
-25.04587,305,714.771742,False,False,False,False,False
-23.730284,332,715.280053,False,False,False,False,False
53.44598,652,716.315473,False,True,False,False,False
-28.029769,304,716.777719,False,False,False,False,False
54.040082,661,717.789799,False,True,False,False,False
-31.154515,297,718.238113,False,False,False,False,False
99.420364,711,719.532332,False,True,False,False,False
53.51625,654,720.540596,False,True,False,False,False
-29.900054,301,720.997825,False,False,False,False,False
52.396542,639,721.983779,False,True,False,False,False
53.644053,655,732.853678,False,True,False,False,False
-26.219967,304,733.317787,False,False,False,False,False
-25.370243,303,733.782317,False,False,False,False,False
52.034585,651,735.010219,False,True,False,False,False
-26.369968,304,735.483882,False,False,False,False,False
52.721486,667,736.512876,False,True,False,False,False
53.298419,660,737.589111,False,True,False,False,False
-22.864075,317,738.080291,False,False,False,False,False
-27.115423,365,738.647344,False,False,False,False,False
50.646955,646,739.67285,False,True,False,False,False
-25.355428,306,740.139295,False,False,False,False,False
52.45763,634,741.113201,False,True,False,False,False
-25.027666,306,741.774677,False,False,False,False,False
-26.61698,303,742.235346,False,False,False,False,False
-25.561502,303,742.706763,False,False,False,False,False
53.707364,662,743.76038,False,True,False,False,False
-25.852792,302,744.220072,False,False,False,False,False
52.077152,640,745.208281,False,True,False,False,False
-35.79941,366,745.776861,False,False,False,False,False
-23.372602,338,746.296249,False,False,False,False,False
66.378455,748,747.461016,False,True,False,False,False
53.029026,635,748.633016,False,True,False,False,False
-22.002594,318,749.11656,False,False,False,False,False
-25.294312,304,749.579776,False,False,False,False,False
-26.337317,305,750.103197,False,False,False,False,False
-27.724495,304,750.598997,False,False,False,False,False
99.22062,721,751.705012,False,True,False,False,False
-22.767116,313,752.178171,False,False,False,False,False
-22.303553,333,752.685627,False,False,False,False,False
-27.34191,357,753.232541,False,False,False,False,False
54.280056,657,754.241978,False,True,False,False,False
-26.436101,303,754.896203,False,False,False,False,False
89.294506,751,756.061384,False,True,False,False,False
53.192278,657,757.127053,False,True,False,False,False
52.770481,639,758.125575,False,True,False,False,False
-25.52286,306,758.593191,False,False,False,False,False
-25.401341,341,759.115318,False,False,False,False,False
53.516187,639,760.099028,False,True,False,False,False
-26.88261,362,760.659169,False,False,False,False,False
52.316985,642,761.837049,False,True,False,False,False
-27.33061,360,762.393675,False,False,False,False,False
-27.603723,362,762.953919,False,False,False,False,False
53.198253,642,763.971606,False,True,False,False,False
52.537664,636,764.945142,False,True,False,False,False
-23.753918,341,765.468843,False,False,False,False,False
-22.544147,316,765.94856,False,False,False,False,False
-26.728935,304,766.40891,False,False,False,False,False
52.507562,634,767.378095,False,True,False,False,False
52.288522,677,768.617009,False,True,False,False,False
53.049192,643,769.60434,False,True,False,False,False
-27.652676,305,770.06791,False,False,False,False,False
-27.395589,359,770.643024,False,False,False,False,False
-23.203341,337,771.1822,False,False,False,False,False
-27.799979,360,771.735226,False,False,False,False,False
-22.487274,338,772.252357,False,False,False,False,False
-27.042942,305,772.714358,False,False,False,False,False
-31.317271,295,773.159928,False,False,False,False,False
-23.549318,314,773.63637,False,False,False,False,False
-21.111153,333,774.339763,False,False,False,False,False
-31.514125,292,774.781513,False,False,False,False,False
-27.162145,361,775.34216,False,False,False,False,False
53.302078,647,776.365939,False,True,False,False,False
53.023992,653,777.371127,False,True,False,False,False
52.181666,638,778.348688,False,True,False,False,False
-28.013081,300,778.803628,False,False,False,False,False
-25.073712,305,779.266202,False,False,False,False,False
-22.25719,318,779.751767,False,False,False,False,False
-27.304735,361,780.309182,False,False,False,False,False
-27.916449,362,781.058414,False,False,False,False,False
-26.845726,302,781.514112,False,False,False,False,False
46.877034,714,782.61401,False,True,False,False,False
-25.0367,476,783.36395,False,True,False,False,False
-48.349553,361,783.94393,False,False,False,False,False
52.221242,636,784.92041,False,True,False,False,False
-21.879547,320,785.410505,False,False,False,False,False
-25.979462,303,785.87029,False,False,False,False,False
92.654002,775,787.273364,False,True,False,False,False
-70.50156,264,787.670859,False,False,False,False,False
52.628846,678,788.714392,False,True,False,False,False
51.624882,657,789.747675,False,True,False,False,False
-25.454271,304,790.214095,False,False,False,False,False
52.498423,640,791.192537,False,True,False,False,False
-23.244096,338,791.708198,False,False,False,False,False
-35.906937,361,792.262044,False,False,False,False,False
53.26193,646,793.252259,False,True,False,False,False
-22.035532,322,793.937657,False,False,False,False,False
95.333689,748,795.101943,False,True,False,False,False
-37.538274,363,795.665431,False,False,False,False,False
-22.232859,315,796.158472,False,False,False,False,False
-23.105811,315,796.654074,False,False,False,False,False
-26.671668,306,797.121334,False,False,False,False,False
53.823062,658,798.130211,False,True,False,False,False
-27.418907,361,798.687835,False,False,False,False,False
53.71712,656,799.707595,False,True,False,False,False
52.681577,646,800.928599,False,True,False,False,False
51.791134,633,801.908946,False,True,False,False,False
-27.655763,361,802.496886,False,False,False,False,False
53.092877,653,803.513199,False,True,False,False,False
-25.730266,306,803.979596,False,False,False,False,False
-27.111758,365,804.543801,False,False,False,False,False
-22.27355,340,805.065909,False,False,False,False,False
-26.244261,346,805.596036,False,False,False,False,False
-22.771336,315,806.075317,False,False,False,False,False
-25.851907,305,806.537306,False,False,False,False,False
-28.118228,360,807.283835,False,False,False,False,False
-25.793149,301,807.737832,False,False,False,False,False
-23.338764,335,808.247872,False,False,False,False,False
52.756595,656,809.323586,False,True,False,False,False
-27.716209,357,809.897111,False,False,False,False,False
-75.847073,295,810.345421,False,False,False,False,False
49.273296,682,811.397096,False,True,False,False,False
-34.845051,361,811.956334,False,False,False,False,False
-27.171987,360,822.387414,False,False,False,False,False
-36.293783,361,822.94635,False,False,False,False,False
-51.037656,358,823.693652,False,False,False,False,False
54.109358,663,824.712773,False,True,False,False,False
-27.221307,358,825.265348,False,False,False,False,False
52.932453,658,826.328918,False,True,False,False,False
-27.406056,380,826.917623,False,False,False,False,False
-25.253588,303,827.379904,False,False,False,False,False
52.009418,638,828.407214,False,True,False,False,False
-22.418848,340,828.937059,False,False,False,False,False
-69.957376,246,829.305406,False,False,False,False,False
-27.468471,359,830.053858,False,False,False,False,False
50.291281,695,831.123925,False,True,False,False,False
-22.942911,315,831.605133,False,False,False,False,False
-27.34613,362,832.200221,False,False,False,False,False
-27.479297,358,832.750533,False,False,False,False,False
52.995607,654,833.755158,False,True,False,False,False
52.504273,648,834.750795,False,True,False,False,False
-69.525414,247,835.124645,False,False,False,False,False
-28.101385,358,835.680955,False,False,False,False,False
-22.217012,315,836.16009,False,False,False,False,False
48.845607,716,837.459801,False,True,False,False,False
-22.958495,341,837.983874,False,False,False,False,False
52.97691,659,839.031372,False,True,False,False,False
43.082674,664,840.068275,False,True,False,False,True
-36.404063,362,840.626771,False,False,False,False,False
-27.274276,359,841.180284,False,False,False,False,False
54.278265,657,842.187925,False,True,False,False,False
52.12246,635,843.353217,False,True,False,False,False
51.982528,631,844.317948,False,True,False,False,False
-27.106666,362,844.887252,False,False,False,False,False
-22.710839,338,845.427407,False,False,False,False,False
53.550141,656,846.43233,False,True,False,False,False
-27.101254,360,846.987822,False,False,False,False,False
-22.079774,316,847.467528,False,False,False,False,False
52.169191,643,848.453784,False,True,False,False,False
79.555504,678,849.687008,False,True,False,False,False
54.187081,663,850.703806,False,True,False,False,False
51.730031,636,851.714208,False,True,False,False,False
52.339095,639,852.692757,False,True,False,False,False
-25.047333,305,853.153945,False,False,False,False,False
50.016901,688,854.209516,False,True,False,False,False
53.759385,664,855.233353,False,True,False,False,False
-26.208817,304,855.695885,False,False,False,False,False
-23.845517,316,856.371145,False,False,False,False,False
-26.163245,304,856.832848,False,False,False,False,False
-23.526947,340,857.355767,False,False,False,False,False
-27.435788,361,857.910453,False,False,False,False,False
45.907581,690,859.03221,False,True,False,False,False
47.104743,686,860.090419,False,True,False,False,False
48.902908,711,861.190876,False,True,False,False,False
-27.052386,361,861.748462,False,False,False,False,False
52.491311,639,862.924388,False,True,False,False,False
50.387739,663,863.945361,False,True,False,False,False
50.62795,658,864.995735,False,True,False,False,False
-31.420728,297,865.443795,False,False,False,False,False
-25.999235,302,865.900184,False,False,False,False,False
-24.577714,345,866.427664,False,False,False,False,False
-27.363816,359,866.979012,False,False,False,False,False
52.982048,671,868.009908,False,True,False,False,False
66.866083,751,869.37227,False,True,False,False,False
51.18746,637,870.354018,False,True,False,False,False
52.097761,639,871.340211,False,True,False,False,False
-25.518936,305,871.824732,False,False,False,False,False
43.998912,668,872.890903,False,True,False,False,True
-23.083628,317,873.372232,False,False,False,False,False
-24.206539,343,873.897116,False,False,False,False,False
-26.766381,303,874.362997,False,False,False,False,False
53.098602,661,875.568029,False,True,False,False,False
-22.161466,315,876.046662,False,False,False,False,False
-28.279576,360,876.599186,False,False,False,False,False
53.097857,644,877.626412,False,True,False,False,False
-22.077047,318,878.109763,False,False,False,False,False
-27.353713,357,878.659017,False,False,False,False,False
46.678314,690,879.718479,False,True,False,False,False
-27.307345,360,880.274481,False,False,False,False,False
-25.584287,304,880.73601,False,False,False,False,False
52.487481,644,881.722397,False,True,False,False,False
-23.850682,339,882.435676,False,False,False,False,False
-22.148485,315,882.913912,False,False,False,False,False
-31.203286,296,883.361708,False,False,False,False,False
-21.31564,336,883.876756,False,False,False,False,False
52.891441,655,884.931913,False,True,False,False,False
-21.556961,338,885.449906,False,False,False,False,False
-24.741977,343,885.974765,False,False,False,False,False
-26.000521,306,886.437367,False,False,False,False,False
-35.692797,361,886.993172,False,False,False,False,False
52.230248,637,887.96681,False,True,False,False,False
-27.763555,358,888.7194,False,False,False,False,False
-23.021856,340,889.239154,False,False,False,False,False
-27.539831,366,889.804112,False,False,False,False,False
-37.383333,361,890.365889,False,False,False,False,False
46.994389,709,891.496967,False,True,False,False,False
-24.955816,344,892.020589,False,False,False,False,False
-22.092378,315,892.502257,False,False,False,False,False
53.251923,643,893.486781,False,True,False,False,False
-25.888376,303,893.945778,False,False,False,False,False
-25.504171,306,894.409092,False,False,False,False,False
84.350172,686,895.662342,False,True,False,False,False
-26.047365,305,896.124979,False,False,False,False,False
-26.769739,304,896.585509,False,False,False,False,False
-26.234247,303,897.063777,False,False,False,False,False
-23.350273,341,897.61761,False,False,False,False,False
-27.068292,360,898.171091,False,False,False,False,False
-26.02604,304,898.630975,False,False,False,False,False
-26.889597,306,899.094078,False,False,False,False,False
95.9125,770,900.288952,False,True,False,False,False
-27.181349,359,900.840543,False,False,False,False,False
53.033912,659,911.95416,False,True,False,False,False
52.500299,676,912.993795,False,True,False,False,False
52.326286,641,913.972932,False,True,False,False,False
-23.360392,337,914.487219,False,False,False,False,False
53.261655,654,915.489071,False,True,False,False,False
-22.921313,317,915.972189,False,False,False,False,False
47.723603,695,917.072449,False,True,False,False,False
-27.085063,368,917.643139,False,False,False,False,False
57.851915,752,919.067566,False,True,False,False,False
55.221481,665,920.090847,False,True,False,False,False
53.574017,663,921.110221,False,True,False,False,False
-27.861419,360,921.671024,False,False,False,False,False
-25.624499,303,922.159208,False,False,False,False,False
-23.751058,341,922.684482,False,False,False,False,False
53.399659,653,923.689168,False,True,False,False,False
-27.716218,360,924.245638,False,False,False,False,False
-26.342907,306,924.908174,False,False,False,False,False
53.185477,660,925.925624,False,True,False,False,False
-28.954779,376,926.506002,False,False,False,False,False
-22.693688,338,927.023554,False,False,False,False,False
52.564008,675,928.094916,False,True,False,False,False
-25.737222,409,928.765482,False,False,False,False,False
-22.501425,318,929.250844,False,False,False,False,False
53.734375,660,930.263487,False,True,False,False,False
-25.539827,305,930.725472,False,False,False,False,False
-27.602207,358,931.47539,False,False,False,False,False
54.769212,665,932.499721,False,True,False,False,False
-26.106077,305,932.964448,False,False,False,False,False
53.615024,656,933.975456,False,True,False,False,False
-26.959012,360,934.53767,False,False,False,False,False
51.459673,641,935.552182,False,True,False,False,False
80.848205,754,936.752704,False,True,False,False,False
52.154651,641,937.934332,False,True,False,False,False
54.164837,741,939.086567,False,True,False,False,False
-27.435195,359,939.640983,False,False,False,False,False
-23.095247,317,940.125412,False,False,False,False,False
-25.379103,304,940.584256,False,False,False,False,False
50.972916,663,941.632558,False,True,False,False,False
-27.901569,361,942.191648,False,False,False,False,False
-25.435476,305,942.655475,False,False,False,False,False
-27.073928,359,943.208714,False,False,False,False,False
92.947751,769,944.598004,False,True,False,False,False
-27.507693,360,945.154174,False,False,False,False,False
61.683606,663,946.164641,False,True,False,False,False
-23.790776,315,946.642148,False,False,False,False,False
51.865312,648,947.632833,False,True,False,False,False
-22.723737,316,948.116289,False,False,False,False,False
-22.199916,317,948.661299,False,False,False,False,False
50.415849,690,949.724675,False,True,False,False,False
-23.721315,340,950.248981,False,False,False,False,False
53.259482,638,951.421593,False,True,False,False,False
78.003151,654,952.422225,False,True,False,False,False
-24.031264,343,952.947225,False,False,False,False,False
-22.261795,317,953.430488,False,False,False,False,False
-26.217988,305,953.892998,False,False,False,False,False
-35.499278,365,954.486743,False,False,False,False,False
-26.859301,303,954.951195,False,False,False,False,False
-27.769292,360,955.512285,False,False,False,False,False
53.776049,639,956.493463,False,True,False,False,False
-28.19125,360,957.05126,False,False,False,False,False
-22.005688,317,957.728073,False,False,False,False,False
-22.808897,314,958.205895,False,False,False,False,False
-22.984725,337,958.721879,False,False,False,False,False
-23.922848,340,959.242198,False,False,False,False,False
51.751343,653,960.246885,False,True,False,False,False
-28.645059,302,960.733973,False,False,False,False,False
-22.240829,338,961.281423,False,False,False,False,False
46.819779,709,962.376458,False,True,False,False,False
-27.607429,358,962.930172,False,False,False,False,False
52.612613,679,964.169534,False,True,False,False,False
-27.064822,360,964.726341,False,False,False,False,False
53.34472,664,965.753325,False,True,False,False,False
51.872626,639,966.737805,False,True,False,False,False
50.220506,660,967.787103,False,True,False,False,False
51.912037,679,968.841341,False,True,False,False,False
47.175015,730,969.97165,False,True,False,False,False
-27.285557,360,970.721952,False,False,False,False,False
52.291456,678,971.765303,False,True,False,False,False
53.21105,662,972.781692,False,True,False,False,False
51.63492,655,973.805901,False,True,False,False,False
-25.682311,303,974.311343,False,False,False,False,False
373.458373,714,975.411627,True,True,True,False,False
-27.544715,360,975.96433,False,False,False,False,False
-27.956941,357,976.510973,False,False,False,False,False
52.930481,648,977.697956,False,True,False,False,False
53.311748,644,978.684001,False,True,False,False,False
-25.189202,304,979.14438,False,False,False,False,False
-27.369745,362,979.700673,False,False,False,False,False
53.114444,653,980.704712,False,True,False,False,False
50.799004,660,981.766084,False,True,False,False,False
-28.313324,349,982.325152,False,False,False,False,False
53.23527,656,983.543901,False,True,False,False,False
78.895659,677,984.585733,False,True,False,False,False
-26.178363,304,985.049105,False,False,False,False,False
52.913298,654,986.051442,False,True,False,False,False
-37.525127,365,986.616596,False,False,False,False,False
-25.606493,302,987.104967,False,False,False,False,False
-21.7214,334,987.6462,False,False,False,False,False
-22.68913,316,988.131485,False,False,False,False,False
-31.334739,295,988.578787,False,False,False,False,False
-25.637923,306,989.067972,False,False,False,False,False
46.000372,708,990.364306,False,True,False,False,False
45.862646,693,991.445301,False,True,False,False,False
-22.131772,315,1001.813303,False,False,False,False,False
-23.953121,342,1002.342719,False,False,False,False,False
58.043434,659,1003.349852,False,True,False,False,False
