#{"t_start": 1784985745.947574, "env_id": "None"}
r,l,t,success,caught_by_robot_2,caught_by_robot_1,forced_release_robot_1,forced_release_robot_2
-27.191382,359,1003.901821,False,False,False,False,False
49.82762,694,1004.971568,False,True,False,False,False
-21.361311,333,1005.485322,False,False,False,False,False
52.850296,665,1006.763254,False,True,False,False,False
-27.653648,361,1007.341699,False,False,False,False,False
-23.426988,318,1007.855702,False,False,False,False,False
42.536044,681,1008.92301,False,True,False,False,True
-27.019942,303,1009.38322,False,False,False,False,False
-23.457225,340,1009.905181,False,False,False,False,False
53.586967,654,1010.938828,False,True,False,False,False
-24.500675,304,1011.415657,False,False,False,False,False
-23.393488,339,1011.936609,False,False,False,False,False
-24.889502,305,1012.403889,False,False,False,False,False
-23.302983,343,1012.931702,False,False,False,False,False
43.746826,683,1014.179697,False,True,False,False,True
98.69111,717,1015.294738,False,True,False,False,False
-22.430507,339,1015.815952,False,False,False,False,False
-26.935939,375,1016.402572,False,False,False,False,False
-27.40823,361,1017.004254,False,False,False,False,False
52.066751,638,1017.988464,False,True,False,False,False
-23.567108,342,1018.517335,False,False,False,False,False
-27.880697,358,1019.073929,False,False,False,False,False
53.513974,657,1020.30605,False,True,False,False,False
85.814464,666,1021.342066,False,True,False,False,False
-28.049421,360,1021.90295,False,False,False,False,False
54.920501,737,1023.050077,False,True,False,False,False
52.167686,636,1024.072308,False,True,False,False,False
-35.999442,360,1024.628642,False,False,False,False,False
-22.363666,318,1025.117643,False,False,False,False,False
-27.284488,361,1025.676639,False,False,False,False,False
-27.275782,365,1026.440189,False,False,False,False,False
44.66212,698,1027.526496,False,True,False,False,False
-26.195917,303,1027.990255,False,False,False,False,False
47.491165,730,1029.127614,False,True,False,False,False
-24.232013,335,1029.655587,False,False,False,False,False
52.66129,649,1030.682557,False,True,False,False,False
47.935469,680,1031.739045,False,True,False,False,False
53.267351,658,1032.946627,False,True,False,False,False
48.21282,705,1034.040814,False,True,False,False,False
-31.303985,295,1034.489609,False,False,False,False,False
-24.720475,305,1034.956655,False,False,False,False,False
-26.200712,304,1035.418304,False,False,False,False,False
-28.442195,345,1035.947541,False,False,False,False,False
-22.28072,313,1036.429797,False,False,False,False,False
-27.153232,361,1037.052639,False,False,False,False,False
52.936313,655,1038.069669,False,True,False,False,False
-21.310157,336,1038.587822,False,False,False,False,False
-70.701675,247,1038.962331,False,False,False,False,False
-23.316979,341,1039.684616,False,False,False,False,False
50.781161,695,1040.760008,False,True,False,False,False
51.906604,632,1041.731266,False,True,False,False,False
-24.982371,304,1042.193925,False,False,False,False,False
-21.671291,336,1042.709642,False,False,False,False,False
53.860834,667,1043.771013,False,True,False,False,False
89.800659,678,1044.836921,False,True,False,False,False
-25.912471,305,1045.305784,False,False,False,False,False
69.651609,648,1046.497695,False,True,False,False,False
-24.547181,303,1046.962951,False,False,False,False,False
-27.33063,362,1047.528317,False,False,False,False,False
52.195751,640,1048.517368,False,True,False,False,False
53.139686,655,1049.53673,False,True,False,False,False
-27.418556,360,1050.143665,False,False,False,False,False
54.085729,655,1051.148574,False,True,False,False,False
48.90745,715,1052.258499,False,True,False,False,False
-25.508535,306,1052.924353,False,False,False,False,False
-26.697454,303,1053.386191,False,False,False,False,False
-22.506356,315,1053.868501,False,False,False,False,False
51.196496,678,1054.924273,False,True,False,False,False
-26.583173,389,1055.531736,False,False,False,False,False
-25.769931,302,1055.99188,False,False,False,False,False
-26.17521,305,1056.479344,False,False,False,False,False
-25.168622,303,1056.946324,False,False,False,False,False
-28.277779,350,1057.487727,False,False,False,False,False
53.580066,659,1058.505041,False,True,False,False,False
52.920537,642,1059.690782,False,True,False,False,False
51.20263,660,1060.720823,False,True,False,False,False
-25.668492,305,1061.188759,False,False,False,False,False
95.310806,738,1062.33403,False,True,False,False,False
-27.104148,305,1062.823281,False,False,False,False,False
-27.243812,367,1063.42366,False,False,False,False,False
88.102063,677,1064.470156,False,True,False,False,False
-28.070471,354,1065.020186,False,False,False,False,False
-31.229916,296,1065.472728,False,False,False,False,False
-22.552681,318,1066.157348,False,False,False,False,False
-23.360784,340,1066.694886,False,False,False,False,False
-31.277407,297,1067.150587,False,False,False,False,False
-23.292116,339,1067.67371,False,False,False,False,False
-26.659578,379,1068.264472,False,False,False,False,False
-25.197773,303,1068.726723,False,False,False,False,False
-23.409773,337,1069.264201,False,False,False,False,False
59.033614,739,1070.438697,False,True,False,False,False
-23.199317,316,1070.921744,False,False,False,False,False
-25.432383,306,1071.387916,False,False,False,False,False
65.292675,768,1072.781002,False,True,False,False,False
52.340921,637,1073.763326,False,True,False,False,False
-31.248399,294,1074.209649,False,False,False,False,False
-21.454296,337,1074.726842,False,False,False,False,False
53.170577,668,1075.766141,False,True,False,False,False
-22.125665,316,1076.29107,False,False,False,False,False
-27.804138,358,1076.848222,False,False,False,False,False
51.129884,656,1077.883141,False,True,False,False,False
-23.09109,339,1078.407733,False,False,False,False,False
-27.434135,362,1079.162964,False,False,False,False,False
-25.681192,305,1079.627922,False,False,False,False,False
48.089713,711,1080.730216,False,True,False,False,False
50.812396,660,1081.745229,False,True,False,False,False
52.614338,672,1093.412166,False,True,False,False,False
-22.718498,317,1093.915616,False,False,False,False,False
-26.481948,301,1094.409638,False,False,False,False,False
52.341575,642,1095.480915,False,True,False,False,False
53.910566,655,1096.810079,False,True,False,False,False
52.073996,639,1097.884423,False,True,False,False,False
70.369995,745,1099.202914,False,True,False,False,False
47.315893,695,1100.360635,False,True,False,False,False
-21.283055,335,1100.912541,False,False,False,False,False
-34.565599,367,1101.492296,False,False,False,False,False
49.385278,668,1102.634533,False,True,False,False,False
-27.213698,360,1103.415347,False,False,False,False,False
-26.159246,304,1103.884032,False,False,False,False,False
52.647827,646,1104.894222,False,True,False,False,False
-31.511014,293,1105.348103,False,False,False,False,False
-22.501623,316,1105.837597,False,False,False,False,False
-27.738198,362,1106.40419,False,False,False,False,False
93.948266,746,1107.633066,False,True,False,False,False
54.497159,640,1108.62346,False,True,False,False,False
91.435365,768,1110.050473,False,True,False,False,False
-22.280799,315,1110.547926,False,False,False,False,False
61.351421,659,1111.573882,False,True,False,False,False
-31.411697,293,1112.021461,False,False,False,False,False
-23.964096,341,1112.564253,False,False,False,False,False
-21.878939,319,1113.080538,False,False,False,False,False
100.486466,741,1114.318403,False,True,False,False,False
-27.32081,357,1114.899117,False,False,False,False,False
-25.95111,305,1115.371975,False,False,False,False,False
-22.361983,313,1115.855253,False,False,False,False,False
56.286698,753,1117.25556,False,True,False,False,False
54.076172,658,1118.281562,False,True,False,False,False
48.554022,701,1119.376922,False,True,False,False,False
-22.347878,317,1119.862533,False,False,False,False,False
83.360414,750,1121.129552,False,True,False,False,False
62.865872,664,1122.159365,False,True,False,False,False
90.770334,757,1123.543726,False,True,False,False,False
-25.677046,306,1124.015384,False,False,False,False,False
-23.820684,339,1124.541248,False,False,False,False,False
91.293505,769,1125.744513,False,True,False,False,False
-24.076713,342,1126.27839,False,False,False,False,False
52.671975,644,1127.334761,False,True,False,False,False
51.277596,678,1128.390017,False,True,False,False,False
-27.301656,365,1128.967443,False,False,False,False,False
95.76906,696,1130.253943,False,True,False,False,False
54.762767,662,1131.273629,False,True,False,False,False
-27.458322,357,1131.824174,False,False,False,False,False
75.516891,746,1132.985206,False,True,False,False,False
-22.100165,318,1133.47169,False,False,False,False,False
56.011645,640,1134.52397,False,True,False,False,False
70.319211,748,1135.69366,False,True,False,False,False
51.548463,660,1136.901708,False,True,False,False,False
-22.385448,318,1137.387337,False,False,False,False,False
54.441604,667,1138.435671,False,True,False,False,False
-25.365602,306,1138.904983,False,False,False,False,False
-31.382304,297,1139.358823,False,False,False,False,False
-27.23983,360,1139.917319,False,False,False,False,False
-22.202719,315,1140.451521,False,False,False,False,False
82.480248,767,1141.661309,False,True,False,False,False
-22.597216,316,1142.156167,False,False,False,False,False
-27.103138,361,1142.717109,False,False,False,False,False
-26.365661,303,1143.373293,False,False,False,False,False
52.98461,641,1144.364509,False,True,False,False,False
51.313349,637,1145.353177,False,True,False,False,False
52.572383,646,1146.347701,False,True,False,False,False
-27.149548,361,1146.910957,False,False,False,False,False
54.28582,667,1148.035182,False,True,False,False,False
53.864069,665,1149.074704,False,True,False,False,False
52.089034,633,1150.260165,False,True,False,False,False
45.891565,683,1151.314107,False,True,False,False,True
-31.342851,298,1151.768809,False,False,False,False,False
-35.741541,365,1152.33571,False,False,False,False,False
-23.794044,311,1152.816215,False,False,False,False,False
-25.637939,305,1153.285378,False,False,False,False,False
-27.583401,360,1153.901356,False,False,False,False,False
-25.529895,305,1154.383807,False,False,False,False,False
71.320638,647,1155.389623,False,True,False,False,False
-27.19914,306,1155.857325,False,False,False,False,False
71.193333,771,1157.256719,False,True,False,False,False
-23.106895,336,1157.771492,False,False,False,False,False
-27.326802,358,1158.325729,False,False,False,False,False
-24.022712,344,1158.854085,False,False,False,False,False
-21.641212,586,1159.747333,False,True,False,False,False
-25.751003,304,1160.264103,False,False,False,False,False
-27.038225,361,1160.855865,False,False,False,False,False
48.490295,712,1161.960511,False,True,False,False,False
-34.798466,365,1162.526114,False,False,False,False,False
-24.025709,339,1163.243172,False,False,False,False,False
52.661396,635,1164.226432,False,True,False,False,False
-22.974574,337,1164.745527,False,False,False,False,False
-27.105144,363,1165.311245,False,False,False,False,False
47.026504,679,1166.359711,False,True,False,False,False
52.975737,657,1167.45179,False,True,False,False,False
54.006956,656,1168.484361,False,True,False,False,False
53.954944,661,1169.507001,False,True,False,False,False
53.265771,638,1170.68816,False,True,False,False,False
-27.55538,360,1171.240455,False,False,False,False,False
-22.209965,314,1171.71917,False,False,False,False,False
60.381602,627,1172.676001,False,True,False,False,False
-26.043748,306,1173.144825,False,False,False,False,False
97.414768,715,1184.235576,False,True,False,False,False
53.78524,657,1185.248871,False,True,False,False,False
53.04572,653,1186.453042,False,True,False,False,False
67.70716,666,1187.480582,False,True,False,False,False
-26.769839,303,1187.980095,False,False,False,False,False
-26.81387,300,1188.472652,False,False,False,False,False
50.223833,663,1189.498654,False,True,False,False,False
-25.891583,305,1190.003899,False,False,False,False,False
91.420952,685,1191.062889,False,True,False,False,False
99.302617,724,1192.186527,False,True,False,False,False
-25.407888,303,1192.843049,False,False,False,False,False
-27.129768,358,1193.399239,False,False,False,False,False
52.688865,646,1194.393386,False,True,False,False,False
48.460788,736,1195.548296,False,True,False,False,False
61.079048,660,1196.600045,False,True,False,False,False
53.274095,661,1197.621712,False,True,False,False,False
95.028056,743,1198.772844,False,True,False,False,False
-22.879198,315,1199.450782,False,False,False,False,False
53.092501,655,1200.465649,False,True,False,False,False
-27.598729,358,1201.01931,False,False,False,False,False
53.44586,673,1202.114729,False,True,False,False,False
53.569075,665,1203.1413,False,True,False,False,False
53.90748,661,1204.161373,False,True,False,False,False
-21.350167,336,1204.683291,False,False,False,False,False
-35.71089,361,1205.241984,False,False,False,False,False
91.758752,684,1206.490873,False,True,False,False,False
91.265412,698,1207.571215,False,True,False,False,False
67.469537,648,1208.610633,False,True,False,False,False
53.746652,655,1209.623838,False,True,False,False,False
52.695981,634,1210.599975,False,True,False,False,False
90.059044,693,1211.67155,False,True,False,False,False
-23.868811,344,1212.203569,False,False,False,False,False
-26.311521,302,1212.872082,False,False,False,False,False
44.190448,685,1213.929137,False,True,False,False,True
-22.103769,316,1214.419325,False,False,False,False,False
372.844204,711,1215.588934,True,True,True,False,False
80.696057,752,1216.75773,False,True,False,False,False
96.97088,764,1217.948183,False,True,False,False,False
81.915891,751,1219.316609,False,True,False,False,False
-27.429655,359,1219.875085,False,False,False,False,False
96.320029,762,1221.092589,False,True,False,False,False
70.111433,749,1222.317045,False,True,False,False,False
-36.00055,362,1222.879133,False,False,False,False,False
53.406613,753,1224.069231,False,True,False,False,False
-51.777806,363,1224.632618,False,False,False,False,False
-22.094661,315,1225.115946,False,False,False,False,False
-27.555714,363,1225.870652,False,False,False,False,False
54.166927,663,1226.891095,False,True,False,False,False
-27.673392,360,1227.445919,False,False,False,False,False
52.968224,639,1228.427587,False,True,False,False,False
54.074891,659,1229.515443,False,True,False,False,False
-22.074085,316,1230.002435,False,False,False,False,False
-27.460493,359,1230.560679,False,False,False,False,False
-21.691082,335,1231.074988,False,False,False,False,False
-22.67642,318,1231.568125,False,False,False,False,False
70.11074,666,1232.796601,False,True,False,False,False
83.628271,663,1233.991483,False,True,False,False,False
-21.888802,326,1234.528633,False,False,False,False,False
50.666394,678,1235.585292,False,True,False,False,False
-22.408884,316,1236.071543,False,False,False,False,False
52.374231,640,1237.070395,False,True,False,False,False
52.36257,649,1238.07129,False,True,False,False,False
91.680162,690,1239.337816,False,True,False,False,False
63.415733,756,1240.536257,False,True,False,False,False
-21.144886,333,1241.110205,False,False,False,False,False
-31.430001,292,1241.618259,False,False,False,False,False
-21.834936,331,1242.139443,False,False,False,False,False
-27.150734,360,1242.699181,False,False,False,False,False
-26.975416,359,1243.25374,False,False,False,False,False
-26.309988,303,1243.716904,False,False,False,False,False
-27.254126,359,1244.273211,False,False,False,False,False
-23.714799,339,1244.79371,False,False,False,False,False
-27.111724,361,1245.351457,False,False,False,False,False
-27.618246,359,1246.105446,False,False,False,False,False
87.42168,766,1247.302268,False,True,False,False,False
-22.920111,344,1247.86,False,False,False,False,False
53.030715,660,1248.935459,False,True,False,False,False
-59.877168,349,1249.475846,False,False,False,False,False
-24.853381,304,1249.940061,False,False,False,False,False
54.019167,664,1250.970196,False,True,False,False,False
53.430476,657,1251.986422,False,True,False,False,False
95.580224,766,1253.378694,False,True,False,False,False
53.670986,654,1254.395166,False,True,False,False,False
93.478489,751,1255.631902,False,True,False,False,False
-28.263343,352,1256.17597,False,False,False,False,False
-23.298946,340,1256.699043,False,False,False,False,False
-21.680832,335,1257.217516,False,False,False,False,False
-26.479534,304,1257.683344,False,False,False,False,False
50.81507,721,1258.803857,False,True,False,False,False
-23.520736,338,1259.523438,False,False,False,False,False
65.333585,663,1260.545314,False,True,False,False,False
-25.738562,305,1261.015529,False,False,False,False,False
-22.182228,315,1261.560329,False,False,False,False,False
-25.423093,346,1262.101397,False,False,False,False,False
52.676016,642,1263.09604,False,True,False,False,False
-25.150795,304,1263.560531,False,False,False,False,False
-22.270926,336,1264.081075,False,False,False,False,False
66.442759,664,1274.989608,False,True,False,False,False
87.811825,688,1276.252707,False,True,False,False,False
74.159892,652,1277.253254,False,True,False,False,False
-27.704287,361,1277.81077,False,False,False,False,False
-22.951839,339,1278.329599,False,False,False,False,False
-21.247024,367,1278.922885,False,False,False,False,False
-27.269611,359,1279.536592,False,False,False,False,False
-27.519692,362,1280.102111,False,False,False,False,False
-21.99065,318,1280.603944,False,False,False,False,False
-23.401518,341,1281.153054,False,False,False,False,False
-21.190293,337,1281.672238,False,False,False,False,False
69.821095,745,1283.043577,False,True,False,False,False
53.766434,671,1284.097331,False,True,False,False,False
52.360942,640,1285.131257,False,True,False,False,False
-24.069024,342,1285.661411,False,False,False,False,False
53.798489,657,1286.682325,False,True,False,False,False
-25.395053,305,1287.148878,False,False,False,False,False
-23.782773,341,1287.676444,False,False,False,False,False
-22.360178,316,1288.161546,False,False,False,False,False
-25.69069,305,1288.831673,False,False,False,False,False
-23.045159,338,1289.356903,False,False,False,False,False
-28.061,359,1289.915187,False,False,False,False,False
-22.909892,337,1290.43747,False,False,False,False,False
56.881638,753,1291.699065,False,True,False,False,False
-23.317831,338,1292.223828,False,False,False,False,False
-27.441622,363,1292.789678,False,False,False,False,False
53.605301,670,1293.86635,False,True,False,False,False
93.981747,751,1295.104588,False,True,False,False,False
-23.619146,317,1295.785444,False,False,False,False,False
-25.141502,306,1296.250997,False,False,False,False,False
-22.54189,316,1296.73082,False,False,False,False,False
-26.391266,303,1297.192129,False,False,False,False,False
-22.234525,317,1297.676565,False,False,False,False,False
-22.372329,314,1298.187516,False,False,False,False,False
94.266955,750,1299.378737,False,True,False,False,False
53.096725,675,1300.421034,False,True,False,False,False
53.744788,753,1301.593221,False,True,False,False,False
52.816514,659,1302.805731,False,True,False,False,False
66.120287,661,1303.82755,False,True,False,False,False
-22.52302,337,1304.37014,False,False,False,False,False
-22.947916,315,1304.864907,False,False,False,False,False
-22.714808,315,1305.351459,False,False,False,False,False
-26.917546,305,1305.817657,False,False,False,False,False
-22.930865,318,1306.305037,False,False,False,False,False
-23.090556,342,1306.831835,False,False,False,False,False
-28.065557,360,1307.395427,False,False,False,False,False
-26.507068,302,1307.861612,False,False,False,False,False
-25.743928,305,1308.363156,False,False,False,False,False
-23.083999,312,1309.056618,False,False,False,False,False
90.980972,681,1310.13744,False,True,False,False,False
-25.301736,304,1310.6291,False,False,False,False,False
-23.431805,340,1311.156086,False,False,False,False,False
-21.105594,335,1311.672883,False,False,False,False,False
-27.088168,360,1312.230748,False,False,False,False,False
-26.112078,302,1312.691,False,False,False,False,False
98.480249,739,1313.840302,False,True,False,False,False
54.325264,658,1314.855644,False,True,False,False,False
-26.166807,304,1315.518966,False,False,False,False,False
-25.809871,302,1315.979111,False,False,False,False,False
-23.125972,340,1316.501637,False,False,False,False,False
63.884386,753,1317.732797,False,True,False,False,False
-24.295635,343,1318.27842,False,False,False,False,False
100.391573,726,1319.405196,False,True,False,False,False
-24.054396,343,1319.932691,False,False,False,False,False
-21.897142,320,1320.424147,False,False,False,False,False
53.964583,668,1321.460985,False,True,False,False,False
-22.38522,312,1322.156443,False,False,False,False,False
-22.772466,338,1322.675793,False,False,False,False,False
-27.604837,357,1323.228163,False,False,False,False,False
74.467075,742,1324.41698,False,True,False,False,False
-36.187103,364,1324.995002,False,False,False,False,False
-24.203698,342,1325.524231,False,False,False,False,False
-26.468105,387,1326.129272,False,False,False,False,False
53.413978,645,1327.126082,False,True,False,False,False
52.507861,643,1328.119332,False,True,False,False,False
-22.176159,318,1328.805843,False,False,False,False,False
97.952982,719,1329.921665,False,True,False,False,False
-26.973677,360,1330.525066,False,False,False,False,False
47.692364,708,1331.637946,False,True,False,False,False
85.138264,750,1332.857143,False,True,False,False,False
-26.961994,358,1333.413322,False,False,False,False,False
-27.195626,361,1333.972181,False,False,False,False,False
-22.091816,338,1334.49228,False,False,False,False,False
-26.063616,303,1334.95485,False,False,False,False,False
50.436011,660,1336.174698,False,True,False,False,False
53.989801,657,1337.189791,False,True,False,False,False
-24.704592,304,1337.661872,False,False,False,False,False
52.68521,655,1338.721356,False,True,False,False,False
49.146502,666,1339.751483,False,True,False,False,False
-36.317912,362,1340.313676,False,False,False,False,False
-23.665225,318,1340.800063,False,False,False,False,False
-27.415267,359,1341.353084,False,False,False,False,False
-27.203032,360,1342.11164,False,False,False,False,False
53.906634,669,1343.144678,False,True,False,False,False
-22.034338,317,1343.628942,False,False,False,False,False
-27.631391,360,1344.186602,False,False,False,False,False
-27.738641,357,1344.80428,False,False,False,False,False
-24.883976,345,1345.345784,False,False,False,False,False
-22.791718,312,1345.823926,False,False,False,False,False
53.012515,645,1346.828254,False,True,False,False,False
62.509133,764,1348.025361,False,True,False,False,False
-22.4752,332,1348.742885,False,False,False,False,False
-27.04933,362,1349.300851,False,False,False,False,False
-31.477268,293,1349.748821,False,False,False,False,False
84.126831,768,1351.016821,False,True,False,False,False
-27.0432,362,1351.58813,False,False,False,False,False
55.019127,738,1352.736122,False,True,False,False,False
49.408328,666,1353.766557,False,True,False,False,False
-34.779043,364,1354.346082,False,False,False,False,False
86.762114,750,1365.611879,False,True,False,False,False
-24.965151,304,1366.076631,False,False,False,False,False
-28.406892,352,1366.62291,False,False,False,False,False
76.192652,768,1367.824931,False,True,False,False,False
-27.499464,306,1368.293236,False,False,False,False,False
-22.774453,336,1368.817548,False,False,False,False,False
-49.890284,359,1369.393823,False,False,False,False,False
49.186168,695,1370.532029,False,True,False,False,False
52.546544,637,1371.759844,False,True,False,False,False
47.165391,709,1372.873245,False,True,False,False,False
-23.851917,341,1373.401001,False,False,False,False,False
-23.528014,340,1373.925985,False,False,False,False,False
-22.218688,329,1374.431876,False,False,False,False,False
-27.165146,358,1374.988516,False,False,False,False,False
-23.882107,342,1375.525136,False,False,False,False,False
-36.18982,362,1376.139433,False,False,False,False,False
52.608552,639,1377.125745,False,True,False,False,False
58.858432,641,1378.310423,False,True,False,False,False
-28.235357,356,1378.861109,False,False,False,False,False
54.317396,734,1380.004345,False,True,False,False,False
-22.179303,315,1380.48697,False,False,False,False,False
-21.871858,334,1381.000204,False,False,False,False,False
-26.294882,305,1381.465643,False,False,False,False,False
-22.135246,316,1382.011831,False,False,False,False,False
94.96761,769,1383.21569,False,True,False,False,False
-27.013238,361,1383.774304,False,False,False,False,False
-27.098701,371,1384.351786,False,False,False,False,False
-35.11126,361,1385.110835,False,False,False,False,False
63.876932,661,1386.131656,False,True,False,False,False
-22.396975,317,1386.618896,False,False,False,False,False
-28.71206,352,1387.163961,False,False,False,False,False
42.785924,664,1388.186325,False,True,False,False,True
-27.018068,368,1388.79485,False,False,False,False,False
-27.14019,303,1389.313093,False,False,False,False,False
80.56839,754,1390.497091,False,True,False,False,False
-27.519104,360,1391.056127,False,False,False,False,False
-23.637607,310,1391.726697,False,False,False,False,False
54.095124,661,1392.749773,False,True,False,False,False
93.904789,747,1393.913453,False,True,False,False,False
48.30767,684,1394.980006,False,True,False,False,False
97.43215,716,1396.157022,False,True,False,False,False
-27.065432,362,1396.719679,False,False,False,False,False
76.540622,751,1398.088286,False,True,False,False,False
-25.452341,304,1398.5546,False,False,False,False,False
96.91755,749,1399.721509,False,True,False,False,False
-26.866422,305,1400.189453,False,False,False,False,False
-22.541906,313,1400.66877,False,False,False,False,False
-23.554525,342,1401.19539,False,False,False,False,False
-24.091639,315,1401.680568,False,False,False,False,False
-27.266789,368,1402.315467,False,False,False,False,False
97.894952,719,1403.447778,False,True,False,False,False
-22.412435,315,1403.92995,False,False,False,False,False
92.108657,692,1405.19949,False,True,False,False,False
52.859359,671,1406.236816,False,True,False,False,False
97.544294,712,1407.340995,False,True,False,False,False
90.623959,696,1408.445336,False,True,False,False,False
88.28671,747,1409.648123,False,True,False,False,False
-21.983644,328,1410.153723,False,False,False,False,False
-22.888873,315,1410.635518,False,False,False,False,False
-27.244558,357,1411.384232,False,False,False,False,False
-23.176701,338,1411.906429,False,False,False,False,False
-27.060681,359,1412.462253,False,False,False,False,False
-26.049973,302,1412.923066,False,False,False,False,False
53.46819,642,1413.912854,False,True,False,False,False
52.041549,636,1414.909174,False,True,False,False,False
-27.303836,375,1415.560369,False,False,False,False,False
-27.308508,360,1416.118033,False,False,False,False,False
-25.432578,304,1416.582006,False,False,False,False,False
-24.858447,303,1417.043368,False,False,False,False,False
99.569237,759,1418.416791,False,True,False,False,False
85.893438,755,1419.589053,False,True,False,False,False
-28.49161,355,1420.137524,False,False,False,False,False
49.537934,664,1421.160452,False,True,False,False,False
52.346282,632,1422.184586,False,True,False,False,False
-27.486904,361,1422.743562,False,False,False,False,False
-22.975495,341,1423.268197,False,False,False,False,False
-22.122145,316,1423.749146,False,False,False,False,False
52.637037,638,1424.927553,False,True,False,False,False
-27.017705,303,1425.391332,False,False,False,False,False
-27.662839,302,1425.854066,False,False,False,False,False
-25.710571,441,1426.535936,False,True,False,False,False
68.69316,664,1427.558507,False,True,False,False,False
-28.965546,387,1428.207608,False,False,False,False,False
-26.821308,305,1428.698898,False,False,False,False,False
-28.394683,346,1429.234591,False,False,False,False,False
98.372428,703,1430.321578,False,True,False,False,False
-22.096366,317,1430.999334,False,False,False,False,False
-22.442377,339,1431.526306,False,False,False,False,False
372.397059,711,1432.632,True,True,True,False,False
-22.541357,313,1433.111463,False,False,False,False,False
52.976627,636,1434.094114,False,True,False,False,False
-26.999607,303,1434.557996,False,False,False,False,False
50.4845,718,1435.744568,False,True,False,False,False
47.578978,678,1436.794604,False,True,False,False,False
-25.659224,303,1437.257016,False,False,False,False,False
54.35736,662,1438.469123,False,True,False,False,False
50.203421,684,1439.522837,False,True,False,False,False
-27.896935,362,1440.082582,False,False,False,False,False
-21.184698,333,1440.590381,False,False,False,False,False
-22.302582,312,1441.066438,False,False,False,False,False
-27.522258,357,1441.656433,False,False,False,False,False
-22.897761,313,1442.134661,False,False,False,False,False
78.815652,668,1443.161629,False,True,False,False,False
98.304013,706,1444.449831,False,True,False,False,False
-26.683476,303,1444.911611,False,False,False,False,False
53.83756,657,1445.92382,False,True,False,False,False
52.398985,647,1456.856194,False,True,False,False,False
-26.403741,302,1457.318109,False,False,False,False,False
53.166662,642,1458.306874,False,True,False,False,False
-23.704133,339,1458.828217,False,False,False,False,False
52.562929,636,1459.81257,False,True,False,False,False
-27.207479,361,1460.380259,False,False,False,False,False
-22.469033,338,1461.176429,False,False,False,False,False
-27.237653,361,1461.739791,False,False,False,False,False
91.534754,679,1462.851244,False,True,False,False,False
73.320079,667,1463.883264,False,True,False,False,False
-27.643959,359,1464.44429,False,False,False,False,False
53.894069,658,1465.541996,False,True,False,False,False
82.107209,752,1466.713966,False,True,False,False,False
97.348826,753,1468.086658,False,True,False,False,False
-22.554104,318,1468.575459,False,False,False,False,False
-26.134327,305,1469.041099,False,False,False,False,False
-25.137828,301,1469.499763,False,False,False,False,False
49.915181,669,1470.540965,False,True,False,False,False
52.916149,642,1471.634632,False,True,False,False,False
86.515712,768,1472.838325,False,True,False,False,False
41.67471,662,1474.064339,False,True,False,False,True
63.220474,760,1475.287562,False,True,False,False,False
-21.605611,334,1475.802416,False,False,False,False,False
50.845356,662,1476.816438,False,True,False,False,False
86.685427,668,1477.860315,False,True,False,False,False
51.511229,635,1478.885693,False,True,False,False,False
43.56315,661,1479.900344,False,True,False,False,True
-23.665882,342,1480.623385,False,False,False,False,False
-27.634188,359,1481.182265,False,False,False,False,False
-26.798213,303,1481.6439,False,False,False,False,False
-26.347548,301,1482.100363,False,False,False,False,False
51.564488,670,1483.128824,False,True,False,False,False
-22.149943,316,1483.610202,False,False,False,False,False
-25.784039,303,1484.078985,False,False,False,False,False
92.103005,741,1485.273319,False,True,False,False,False
95.190836,743,1486.429973,False,True,False,False,False
72.267317,667,1487.647982,False,True,False,False,False
-27.314927,301,1488.108055,False,False,False,False,False
49.435653,726,1489.236885,False,True,False,False,False
51.295332,654,1490.249533,False,True,False,False,False
-27.365557,358,1490.846702,False,False,False,False,False
-21.344034,330,1491.386833,False,False,False,False,False
52.658755,640,1492.375603,False,True,False,False,False
-22.488753,312,1492.851361,False,False,False,False,False
42.476924,665,1494.067156,False,True,False,False,True
72.391733,768,1495.265687,False,True,False,False,False
50.13236,730,1496.394913,False,True,False,False,False
-22.804813,314,1496.87261,False,False,False,False,False
-36.692932,363,1497.437921,False,False,False,False,False
-26.484447,305,1497.964969,False,False,False,False,False
49.146225,713,1499.080732,False,True,False,False,False
-23.06381,339,1499.602964,False,False,False,False,False
88.252548,674,1500.840968,False,True,False,False,False
-22.692493,313,1501.320547,False,False,False,False,False
-25.246932,305,1501.787016,False,False,False,False,False
52.305838,753,1502.988836,False,True,False,False,False
41.823551,664,1504.06801,False,True,False,False,True
51.090204,737,1505.349145,False,True,False,False,False
-26.565801,305,1505.864266,False,False,False,False,False
-26.944833,303,1506.385488,False,False,False,False,False
-35.8707,362,1506.972783,False,False,False,False,False
-23.074628,316,1507.665714,False,False,False,False,False
-27.481956,360,1508.229218,False,False,False,False,False
43.632549,664,1509.257231,False,True,False,False,True
-26.710806,300,1509.737736,False,False,False,False,False
-22.754206,340,1510.265752,False,False,False,False,False
51.6159,639,1511.27502,False,True,False,False,False
-27.060797,375,1511.894216,False,False,False,False,False
-31.536493,292,1512.338306,False,False,False,False,False
-22.636281,554,1513.190069,False,True,False,False,False
-23.178188,337,1513.907919,False,False,False,False,False
-26.180151,304,1514.372636,False,False,False,False,False
-25.968739,304,1514.832104,False,False,False,False,False
