#{"t_start": 1784893584.981098, "env_id": "None"}
r,l,t
118.102002,363,1919.144812
118.102002,363,1919.274654
118.102002,363,1919.404363
118.102002,363,1919.583029
118.102002,363,1919.713148
118.102002,363,1919.842678
118.102002,363,1920.018339
118.102002,363,1920.149186
118.102002,363,1920.279112
118.102002,363,1920.457869
118.102002,363,1920.587787
118.102002,363,1920.714063
118.102002,363,1920.940927
118.102002,363,1921.107535
118.102002,363,1921.319601
118.102002,363,1921.463099
118.102002,363,1921.600392
118.102002,363,1921.786167
118.102002,363,1921.923266
118.102002,363,1922.057625
118.102002,363,1922.235849
118.102002,363,1922.366359
118.102002,363,1922.496196
118.102002,363,1922.67337
118.102002,363,1922.803235
118.102002,363,1922.946677
118.102002,363,1923.129887
118.102002,363,1923.259507
18.760608,361,1923.38752
118.102002,363,1923.581051
118.102002,363,1923.747213
118.102002,363,1923.970711
118.102002,363,1924.116858
118.102002,363,1924.25761
118.102002,363,1924.443987
118.102002,363,1924.583018
118.102002,363,1924.719339
118.102002,363,1924.902454
118.102002,363,1925.034052
118.102002,363,1925.164404
118.102002,363,1925.342847
118.102002,363,1926.709165
118.102002,363,1926.839646
118.102002,363,1927.018633
118.102002,363,1927.14873
118.102002,363,1927.278497
118.102002,363,1927.478989
118.102002,363,1927.610367
118.102002,363,1927.788596
118.102002,363,1927.91912
118.102002,363,1928.049421
118.102002,363,1928.227575
118.102002,363,1928.361448
118.102002,363,1928.491336
118.102002,363,1928.669664
118.102002,363,1928.809421
118.102002,363,1928.953902
118.102002,363,1929.206513
118.102002,363,1929.35435
118.102002,363,1929.495269
118.102002,363,1929.682573
118.102002,363,1929.820562
118.102002,363,1930.008134
118.102002,363,1930.146085
118.102002,363,1930.280316
118.102002,363,1930.472517
118.102002,363,1930.618179
118.102002,363,1930.773771
118.102002,363,1930.971723
118.102002,363,1931.111035
118.102002,363,1931.263647
118.102002,363,1931.451006
118.102002,363,1931.587284
118.102002,363,1931.720024
118.102002,363,1931.899155
118.102002,363,1932.02842
118.102002,363,1932.158654
118.102002,363,1932.336303
118.102002,363,1932.463361
118.102002,363,1932.634697
118.102002,363,1932.761094
118.102002,363,1932.887506
118.102002,363,1933.058801
118.102002,363,1933.185155
118.102002,363,1933.31605
118.102002,363,1933.493049
118.102002,363,1933.621565
118.102002,363,1933.747753
118.102002,363,1933.92522
118.102002,363,1934.055577
118.102002,363,1934.185307
118.102002,363,1934.390869
118.102002,363,1934.551674
118.102002,363,1934.776107
118.102002,363,1934.923114
118.102002,363,1935.066264
118.102002,363,1936.554969
118.102002,363,1936.687546
118.102002,363,1936.817292
118.102002,363,1936.996377
118.102002,363,1937.126577
118.102002,363,1937.256327
118.102002,363,1937.434913
118.102002,363,1937.564752
118.102002,363,1937.693574
118.102002,363,1937.869827
118.102002,363,1937.997582
118.102002,363,1938.123703
118.102002,363,1938.300433
118.102002,363,1938.427218
118.102002,363,1938.602838
118.102002,363,1938.733005
118.102002,363,1938.866293
118.102002,363,1939.043076
118.102002,363,1939.173144
118.102002,363,1939.302898
118.102002,363,1939.482544
118.102002,363,1939.622721
118.102002,363,1939.781095
118.102002,363,1940.025588
118.102002,363,1940.180322
118.102002,363,1940.324566
118.102002,363,1940.511886
118.102002,363,1940.649429
118.102002,363,1940.787377
118.102002,363,1940.971704
118.102002,363,1941.104319
118.102002,363,1941.282571
118.102002,363,1941.415422
118.102002,363,1941.54519
118.102002,363,1941.727752
118.102002,363,1941.866313
118.102002,363,1942.009421
118.102002,363,1942.247484
118.102002,363,1942.394533
118.102002,363,1942.533285
118.102002,363,1942.720312
118.102002,363,1942.858675
118.102002,363,1942.993769
118.102002,363,1943.175108
118.102002,363,1943.305427
118.102002,363,1943.48334
118.102002,363,1943.629462
118.102002,363,1943.761339
118.102002,363,1943.93897
118.102002,363,1944.069121
118.102002,363,1944.196264
118.102002,363,1944.369967
118.102002,363,1944.495816
118.102002,363,1944.621539
118.102002,363,1944.795432
118.102002,363,1946.280225
118.102002,363,1946.41794
118.102002,363,1946.604292
118.102002,363,1946.741854
118.102002,363,1946.879051
118.102002,363,1947.06295
118.102002,363,1947.19477
118.102002,363,1947.373149
118.102002,363,1947.502885
118.102002,363,1947.633413
118.102002,363,1947.80986
118.102002,363,1947.938155
118.102002,363,1948.065343
118.102002,363,1948.239729
118.102002,363,1948.366871
118.102002,363,1948.493289
118.102002,363,1948.664597
118.102002,363,1948.791747
118.102002,363,1948.918284
118.102002,363,1949.09545
118.102002,363,1949.225036
118.102002,363,1949.401174
118.102002,363,1949.532001
118.102002,363,1949.659509
118.102002,363,1949.838495
118.102002,363,1949.968979
118.102002,363,1950.100177
118.102002,363,1950.29065
118.102002,363,1950.435546
118.102002,363,1950.609599
118.102002,363,1950.832353
118.102002,363,1950.980159
118.102002,363,1951.121076
118.102002,363,1951.308084
118.102002,363,1951.445942
118.102002,363,1951.582248
118.102002,363,1951.785418
118.102002,363,1951.921848
118.102002,363,1952.11217
118.102002,363,1952.256982
118.102002,363,1952.432284
118.102002,363,1952.635682
118.102002,363,1952.77406
118.102002,363,1952.912904
118.102002,363,1953.098515
118.102002,363,1953.230737
118.102002,363,1953.361701
118.102002,363,1953.540427
118.102002,363,1953.670265
118.102002,363,1953.797619
118.102002,363,1953.971361
118.102002,363,1954.097622
118.102002,363,1954.269286
118.102002,363,1954.396259
118.102002,363,1954.522657
118.102002,363,1955.992883
118.102002,363,1956.127195
118.102002,363,1956.259295
118.102002,363,1956.438026
118.102002,363,1956.569599
118.102002,363,1956.722184
118.102002,363,1956.90587
118.102002,363,1957.035938
118.102002,363,1957.165255
118.102002,363,1957.386592
118.102002,363,1957.553378
118.102002,363,1957.716021
118.102002,363,1957.919578
118.102002,363,1958.06026
118.102002,363,1958.246419
118.102002,363,1958.39993
118.102002,363,1958.537603
118.102002,363,1958.72314
118.102002,363,1958.858197
118.102002,363,1958.989825
118.102002,363,1959.167983
118.102002,363,1959.297612
118.102002,363,1959.424569
118.102002,363,1959.599948
118.102002,363,1959.729106
118.102002,363,1959.855165
118.102002,363,1960.042598
118.102002,363,1960.207092
118.102002,363,1960.401694
118.102002,363,1960.619228
118.102002,363,1960.763034
18.760608,361,1960.949239
118.102002,363,1961.086325
118.102002,363,1961.224091
118.102002,363,1961.406426
118.102002,363,1961.537392
118.102002,363,1961.666831
118.102002,363,1961.84471
118.102002,363,1961.974234
118.102002,363,1962.100646
118.102002,363,1962.278103
118.102002,363,1962.40703
118.102002,363,1962.533507
118.102002,363,1962.747269
118.102002,363,1962.899203
118.102002,363,1963.129953
118.102002,363,1963.282403
118.102002,363,1963.426125
118.102002,363,1963.611554
118.102002,363,1963.750063
118.102002,363,1963.885609
118.102002,363,1964.0686
118.102002,363,1964.198421
118.102002,363,1964.328071
118.102002,363,1964.506721
118.102002,363,1966.068061
118.102002,363,1966.212704
118.102002,363,1966.398254
118.102002,363,1966.535338
118.102002,363,1966.67137
118.102002,363,1966.852192
118.102002,363,1966.981556
118.102002,363,1967.158585
118.102002,363,1967.287525
118.102002,363,1967.414342
118.102002,363,1967.585856
118.102002,363,1967.712414
118.102002,363,1967.838945
118.102002,363,1968.010385
118.102002,363,1968.137036
118.102002,363,1968.264237
118.102002,363,1968.435731
118.102002,363,1968.584408
118.102002,363,1968.714435
118.102002,363,1968.953427
118.102002,363,1969.125544
118.102002,363,1969.352424
118.102002,363,1969.500284
118.102002,363,1969.642009
118.102002,363,1969.827424
118.102002,363,1969.96685
118.102002,363,1970.104723
118.102002,363,1970.291606
118.102002,363,1970.442264
118.102002,363,1970.575496
118.102002,363,1970.774026
118.102002,363,1970.948391
118.102002,363,1971.120834
118.102002,363,1971.326781
118.102002,363,1971.46668
118.102002,363,1971.603513
118.102002,363,1971.790503
118.102002,363,1971.923604
118.102002,363,1972.103643
118.102002,363,1972.247868
118.102002,363,1972.382187
118.102002,363,1972.559339
118.102002,363,1972.689753
118.102002,363,1972.816509
118.102002,363,1972.986784
118.102002,363,1973.113505
118.102002,363,1973.239492
118.102002,363,1973.410416
118.102002,363,1973.537319
118.102002,363,1973.662878
118.102002,363,1973.833707
118.102002,363,1973.960568
118.102002,363,1974.086322
118.102002,363,1974.25681
118.102002,363,1974.38343
18.760608,361,1975.825176
118.102002,363,1975.957061
118.102002,363,1976.089877
118.102002,363,1976.273738
118.102002,363,1976.416846
118.102002,363,1976.574681
118.102002,363,1976.848407
118.102002,363,1977.00771
118.102002,363,1977.154054
118.102002,363,1977.350378
118.102002,363,1977.488081
118.102002,363,1977.625525
118.102002,363,1977.810226
18.760608,361,1977.941251
118.102002,363,1978.119962
118.102002,363,1978.250544
118.102002,363,1978.379972
118.102002,363,1978.551659
118.102002,363,1978.678022
118.102002,363,1978.805389
118.102002,363,1978.981087
118.102002,363,1979.109168
118.102002,363,1979.246969
118.102002,363,1979.433741
118.102002,363,1979.565731
118.102002,363,1979.695596
118.102002,363,1979.892207
118.102002,363,1980.041432
118.102002,363,1980.196413
118.102002,363,1980.39095
118.102002,363,1980.52848
118.102002,363,1980.715509
118.102002,363,1980.852512
118.102002,363,1980.986379
118.102002,363,1981.187802
118.102002,363,1981.325693
118.102002,363,1981.459106
118.102002,363,1981.642995
118.102002,363,1981.794633
118.102002,363,1981.972004
118.102002,363,1982.200344
118.102002,363,1982.346877
118.102002,363,1982.486207
118.102002,363,1982.67235
118.102002,363,1982.810833
118.102002,363,1982.993912
118.102002,363,1983.146208
118.102002,363,1983.278935
118.102002,363,1983.456961
118.102002,363,1983.586574
118.102002,363,1983.714473
118.102002,363,1983.886839
118.102002,363,1984.013611
118.102002,363,1984.139315
118.102002,363,1984.311105
118.102002,363,1984.437191
118.102002,363,1985.827301
118.102002,363,1986.014549
118.102002,363,1986.147982
118.102002,363,1986.280495
118.102002,363,1986.478276
118.102002,363,1986.641496
118.102002,363,1986.880104
118.102002,363,1987.051099
118.102002,363,1987.199402
118.102002,363,1987.39101
118.102002,363,1987.529744
118.102002,363,1987.667557
118.102002,363,1987.85422
118.102002,363,1987.988248
118.102002,363,1988.118203
118.102002,363,1988.297419
118.102002,363,1988.427932
118.102002,363,1988.557831
118.102002,363,1988.737205
118.102002,363,1988.864757
118.102002,363,1988.992
118.102002,363,1989.189349
118.102002,363,1989.338806
118.102002,363,1989.562118
118.102002,363,1989.702242
118.102002,363,1989.839303
118.102002,363,1990.027043
118.102002,363,1990.164594
118.102002,363,1990.297502
118.102002,363,1990.476341
118.102002,363,1990.60978
118.102002,363,1990.746456
118.102002,363,1990.929271
118.102002,363,1991.080289
118.102002,363,1991.246436
18.760608,361,1991.499723
18.760608,361,1991.646322
118.102002,363,1991.835098
118.102002,363,1991.972929
118.102002,363,1992.110808
118.102002,363,1992.296467
118.102002,363,1992.428508
118.102002,363,1992.558797
118.102002,363,1992.738491
118.102002,363,1992.86833
118.102002,363,1992.99866
118.102002,363,1993.188961
118.102002,363,1993.359967
118.102002,363,1993.547069
118.102002,363,1993.758535
118.102002,363,1993.901128
118.102002,363,1994.038325
118.102002,363,1994.224578
118.102002,363,1994.360525
118.102002,363,1994.545836
118.102002,363,1995.926004
118.102002,363,1996.058365
118.102002,363,1996.237132
118.102002,363,1996.369974
118.102002,363,1996.49975
118.102002,363,1996.691869
118.102002,363,1996.836897
118.102002,363,1997.005451
118.102002,363,1997.216874
18.760608,361,1997.358796
118.102002,363,1997.496345
118.102002,363,1997.699123
118.102002,363,1997.836432
118.102002,363,1998.023402
118.102002,363,1998.161811
118.102002,363,1998.295691
118.102002,363,1998.473251
118.102002,363,1998.603407
118.102002,363,1998.732981
118.102002,363,1998.913091
118.102002,363,1999.043167
118.102002,363,1999.172699
118.102002,363,1999.351333
118.102002,363,1999.479608
18.760608,361,1999.605155
118.102002,363,1999.783178
118.102002,363,1999.912884
18.760608,361,2000.041897
18.760608,361,2000.237415
118.102002,363,2000.418651
118.102002,363,2000.623901
118.102002,363,2000.764167
118.102002,363,2000.902979
118.102002,363,2001.088853
118.102002,363,2001.227492
118.102002,363,2001.361473
118.102002,363,2001.545833
118.102002,363,2001.675955
118.102002,363,2001.805142
118.102002,363,2002.02776
118.102002,363,2002.210205
18.760608,361,2002.374749
118.102002,363,2002.577551
118.102002,363,2002.716735
118.102002,363,2002.854113
118.102002,363,2003.041138
118.102002,363,2003.175388
118.102002,363,2003.355208
118.102002,363,2003.485228
118.102002,363,2003.615011
118.102002,363,2003.791319
118.102002,363,2003.918215
118.102002,363,2004.045001
118.102002,363,2004.233528
118.102002,363,2004.367609
118.102002,363,2005.733173
118.102002,363,2005.912592
118.102002,363,2006.042519
118.102002,363,2006.173394
118.102002,363,2006.354108
118.102002,363,2006.485122
118.102002,363,2006.663102
118.102002,363,2006.794394
118.102002,363,2006.924151
118.102002,363,2007.122287
118.102002,363,2007.257636
118.102002,363,2007.389455
118.102002,363,2007.569743
118.102002,363,2007.700973
118.102002,363,2007.833033
118.102002,363,2008.013357
118.102002,363,2008.143308
118.102002,363,2008.273897
118.102002,363,2008.46728
118.102002,363,2008.642077
118.102002,363,2008.81966
118.102002,363,2009.028534
118.102002,363,2009.192351
118.102002,363,2009.386244
118.102002,363,2009.524446
118.102002,363,2009.662252
118.102002,363,2009.849445
118.102002,363,2009.99471
118.102002,363,2010.154106
118.102002,363,2010.397635
118.102002,363,2010.547334
118.102002,363,2010.689339
118.102002,363,2010.875746
118.102002,363,2011.014229
118.102002,363,2011.148252
118.102002,363,2011.328703
118.102002,363,2011.457928
118.102002,363,2011.634945
118.102002,363,2011.764369
118.102002,363,2011.890729
118.102002,363,2012.061976
118.102002,363,2012.188036
118.102002,363,2012.31429
118.102002,363,2012.486438
118.102002,363,2012.612743
118.102002,363,2012.738496
118.102002,363,2012.91339
118.102002,363,2013.040934
118.102002,363,2013.166756
118.102002,363,2013.342969
118.102002,363,2013.47034
118.102002,363,2013.59681
118.102002,363,2013.796299
118.102002,363,2013.926529
118.102002,363,2014.105354
118.102002,363,2015.627904
118.102002,363,2015.774509
118.102002,363,2015.975734
118.102002,363,2016.119119
118.102002,363,2016.25674
118.102002,363,2016.444511
118.102002,363,2016.603692
118.102002,363,2016.769625
118.102002,363,2017.012291
118.102002,363,2017.161011
118.102002,363,2017.30308
118.102002,363,2017.513821
118.102002,363,2017.651956
118.102002,363,2017.788204
118.102002,363,2017.97183
118.102002,363,2018.102602
118.102002,363,2018.280518
118.102002,363,2018.408422
118.102002,363,2018.534506
118.102002,363,2018.706676
118.102002,363,2018.833127
118.102002,363,2018.960923
118.102002,363,2019.134019
118.102002,363,2019.260488
118.102002,363,2019.386551
118.102002,363,2019.577526
118.102002,363,2019.750196
118.102002,363,2019.918828
118.102002,363,2020.129357
118.102002,363,2020.273884
118.102002,363,2020.459461
118.102002,363,2020.597763
118.102002,363,2020.734657
118.102002,363,2020.919606
118.102002,363,2021.053214
118.102002,363,2021.185128
118.102002,363,2021.363499
118.102002,363,2021.499646
118.102002,363,2021.645314
118.102002,363,2021.919553
118.102002,363,2022.068791
118.102002,363,2022.208387
118.102002,363,2022.394765
118.102002,363,2022.531526
118.102002,363,2022.665775
118.102002,363,2022.847135
118.102002,363,2022.976009
118.102002,363,2023.153606
118.102002,363,2023.282789
118.102002,363,2023.409594
118.102002,363,2023.586927
118.102002,363,2023.714263
118.102002,363,2023.840713
118.102002,363,2024.013181
118.102002,363,2024.139317
118.102002,363,2025.493206
118.102002,363,2025.673025
118.102002,363,2025.803015
118.102002,363,2025.932988
118.102002,363,2026.112327
118.102002,363,2026.241319
118.102002,363,2026.420603
118.102002,363,2026.551815
118.102002,363,2026.682081
118.102002,363,2026.878565
118.102002,363,2027.01493
118.102002,363,2027.147781
118.102002,363,2027.328841
118.102002,363,2027.46167
118.102002,363,2027.591593
118.102002,363,2027.7729
118.102002,363,2027.913593
118.102002,363,2028.066854
118.102002,363,2028.326393
118.102002,363,2028.478142
118.102002,363,2028.620792
118.102002,363,2028.808057
118.102002,363,2028.945036
118.102002,363,2029.135201
118.102002,363,2029.272153
118.102002,363,2029.405681
118.102002,363,2029.586751
118.102002,363,2029.718605
118.102002,363,2029.861772
118.102002,363,2030.104993
118.102002,363,2030.270076
118.102002,363,2030.416441
118.102002,363,2030.630752
118.102002,363,2030.768463
118.102002,363,2030.906193
118.102002,363,2031.091657
118.102002,363,2031.224557
118.102002,363,2031.353508
118.102002,363,2031.531581
118.102002,363,2031.660836
118.102002,363,2031.838745
118.102002,363,2031.968684
118.102002,363,2032.094923
118.102002,363,2032.280499
118.102002,363,2032.423099
118.102002,363,2032.578142
118.102002,363,2032.771305
118.102002,363,2032.909826
118.102002,363,2033.047216
118.102002,363,2033.232502
118.102002,363,2033.365965
118.102002,363,2033.496085
118.102002,363,2033.675073
118.102002,363,2033.804381
118.102002,363,2033.981702
118.102002,363,2035.365486
118.102002,363,2035.500213
118.102002,363,2035.68347
118.102002,363,2035.81418
118.102002,363,2035.944681
118.102002,363,2036.124456
118.102002,363,2036.257108
118.102002,363,2036.38821
118.102002,363,2036.568145
118.102002,363,2036.698639
118.102002,363,2036.827929
118.102002,363,2037.067894
118.102002,363,2037.237661
118.102002,363,2037.395547
118.102002,363,2037.595299
118.102002,363,2037.734414
118.102002,363,2037.920013
118.102002,363,2038.058683
118.102002,363,2038.193654
118.102002,363,2038.376948
118.102002,363,2038.509328
118.102002,363,2038.639189
118.102002,363,2038.819446
118.102002,363,2038.95926
118.102002,363,2039.128392
118.102002,363,2039.382255
118.102002,363,2039.531493
118.102002,363,2039.671435
118.102002,363,2039.860351
118.102002,363,2039.997783
118.102002,363,2040.185367
118.102002,363,2040.320092
118.102002,363,2040.450917
118.102002,363,2040.636082
118.102002,363,2040.778222
118.102002,363,2040.933792
118.102002,363,2041.152361
118.102002,363,2041.297087
118.102002,363,2041.434861
118.102002,363,2041.622545
118.102002,363,2041.758088
118.102002,363,2041.89027
118.102002,363,2042.07039
118.102002,363,2042.200601
118.102002,363,2042.329927
118.102002,363,2042.510019
118.102002,363,2042.649429
118.102002,363,2042.88061
118.102002,363,2043.028532
118.102002,363,2043.166819
118.102002,363,2043.354668
118.102002,363,2043.492059
118.102002,363,2043.626526
118.102002,363,2043.805139
118.102002,363,2043.936114
118.102002,363,2045.301628
118.102002,363,2045.479794
118.102002,363,2045.610323
118.102002,363,2045.73972
118.102002,363,2045.918677
118.102002,363,2046.048499
118.102002,363,2046.22582
118.102002,363,2046.356513
118.102002,363,2046.486268
118.102002,363,2046.664803
118.102002,363,2046.794245
118.102002,363,2046.923534
118.102002,363,2047.102304
118.102002,363,2047.232164
118.102002,363,2047.36157
118.102002,363,2047.540686
118.102002,363,2047.67212
118.102002,363,2047.801889
118.102002,363,2048.003294
118.102002,363,2048.157953
118.102002,363,2048.320142
118.102002,363,2048.555055
118.102002,363,2048.702377
118.102002,363,2048.893726
118.102002,363,2049.031448
118.102002,363,2049.168617
118.102002,363,2049.355063
118.102002,363,2049.488467
118.102002,363,2049.62122
118.102002,363,2049.79967
118.102002,363,2049.930534
118.102002,363,2050.061122
118.102002,363,2050.257915
118.102002,363,2050.430069
118.102002,363,2050.599421
118.102002,363,2050.803483
118.102002,363,2050.946264
118.102002,363,2051.089021
118.102002,363,2051.275619
118.102002,363,2051.412345
118.102002,363,2051.611682
118.102002,363,2051.746656
118.102002,363,2051.877232
118.102002,363,2052.059044
118.102002,363,2052.188667
118.102002,363,2052.318074
118.102002,363,2052.493908
118.102002,363,2052.620102
118.102002,363,2052.745982
118.102002,363,2052.920057
118.102002,363,2053.04563
118.102002,363,2053.171153
118.102002,363,2053.343318
118.102002,363,2053.469087
118.102002,363,2053.645718
118.102002,363,2055.144923
118.102002,363,2055.282404
118.102002,363,2055.469306
118.102002,363,2055.60472
118.102002,363,2055.737671
118.102002,363,2055.925205
118.102002,363,2056.056511
118.102002,363,2056.201476
118.102002,363,2056.386005
118.102002,363,2056.515372
118.102002,363,2056.644684
118.102002,363,2056.823254
118.102002,363,2056.950518
118.102002,363,2057.076292
118.102002,363,2057.250262
118.102002,363,2057.376124
118.102002,363,2057.54853
118.102002,363,2057.676157
118.102002,363,2057.80261
118.102002,363,2057.977737
118.102002,363,2058.106995
118.102002,363,2058.236071
118.102002,363,2058.415501
118.102002,363,2058.545056
118.102002,363,2058.67507
118.102002,363,2058.869924
118.102002,363,2059.016542
118.102002,363,2059.17025
118.102002,363,2059.366797
118.102002,363,2059.505453
118.102002,363,2059.69199
118.102002,363,2059.831278
118.102002,363,2059.968969
118.102002,363,2060.156081
118.102002,363,2060.316428
118.102002,363,2060.508376
118.102002,363,2060.741528
118.102002,363,2060.892212
118.102002,363,2061.034708
118.102002,363,2061.221639
118.102002,363,2061.359081
118.102002,363,2061.494404
118.102002,363,2061.676838
118.102002,363,2061.806292
118.102002,363,2061.936063
118.102002,363,2062.111252
118.102002,363,2062.236884
118.102002,363,2062.407334
118.102002,363,2062.533444
118.102002,363,2062.658981
118.102002,363,2062.834574
118.102002,363,2062.962423
118.102002,363,2063.089231
118.102002,363,2063.26552
118.102002,363,2063.392089
118.102002,363,2064.908342
118.102002,363,2065.095536
118.102002,363,2065.233554
118.102002,363,2065.371188
118.102002,363,2065.557215
118.102002,363,2065.69883
118.102002,363,2065.849368
118.102002,363,2066.059005
118.102002,363,2066.199494
118.102002,363,2066.405896
118.102002,363,2066.544774
118.102002,363,2066.683037
118.102002,363,2066.869007
118.102002,363,2067.002815
118.102002,363,2067.132379
118.102002,363,2067.310737
118.102002,363,2067.440274
118.102002,363,2067.566766
118.102002,363,2067.738754
118.102002,363,2067.864786
118.102002,363,2067.990769
118.102002,363,2068.162599
118.102002,363,2068.288846
118.102002,363,2068.462061
118.102002,363,2068.588552
118.102002,363,2068.733988
118.102002,363,2068.912454
118.102002,363,2069.041897
118.102002,363,2069.17111
118.102002,363,2069.36467
118.102002,363,2069.51591
118.102002,363,2069.681456
118.102002,363,2069.946305
118.102002,363,2070.125275
118.102002,363,2070.282326
118.102002,363,2070.48335
118.102002,363,2070.624535
118.102002,363,2070.761501
118.102002,363,2070.953452
118.102002,363,2071.112305
118.102002,363,2071.3525
118.102002,363,2071.506718
118.102002,363,2071.648344
118.102002,363,2071.835422
118.102002,363,2071.97362
118.102002,363,2072.109942
118.102002,363,2072.290703
118.102002,363,2072.438304
118.102002,363,2072.569805
118.102002,363,2072.747268
118.102002,363,2072.875218
118.102002,363,2073.000816
118.102002,363,2073.171673
118.102002,363,2073.298147
118.102002,363,2073.468822
118.102002,363,2074.807599
118.102002,363,2074.935094
118.102002,363,2075.116149
118.102002,363,2075.25544
118.102002,363,2075.389594
118.102002,363,2075.579217
118.102002,363,2075.745899
118.102002,363,2075.933418
118.102002,363,2076.168923
118.102002,363,2076.32044
118.102002,363,2076.465208
118.102002,363,2076.655811
118.102002,363,2076.79393
118.102002,363,2076.931244
118.102002,363,2077.136633
118.102002,363,2077.272361
118.102002,363,2077.454243
118.102002,363,2077.584094
118.102002,363,2077.714158
118.102002,363,2077.893426
118.102002,363,2078.021997
118.102002,363,2078.148901
118.102002,363,2078.320644
118.102002,363,2078.448416
118.102002,363,2078.575094
118.102002,363,2078.756693
118.102002,363,2078.902466
118.102002,363,2079.0735
118.102002,363,2079.287206
118.102002,363,2079.430941
118.102002,363,2079.616481
118.102002,363,2079.755138
118.102002,363,2079.891793
118.102002,363,2080.079273
118.102002,363,2080.212645
118.102002,363,2080.342279
118.102002,363,2080.521045
118.102002,363,2080.650491
118.102002,363,2080.77882
118.102002,363,2080.952672
118.102002,363,2081.078994
118.102002,363,2081.205487
118.102002,363,2081.377025
118.102002,363,2081.503249
118.102002,363,2081.62986
118.102002,363,2081.827456
118.102002,363,2081.958216
118.102002,363,2082.135617
118.102002,363,2082.266114
118.102002,363,2082.395652
118.102002,363,2082.584764
118.102002,363,2082.733128
118.102002,363,2082.896522
118.102002,363,2083.099747
118.102002,363,2083.239718
118.102002,363,2083.376637
118.102002,363,2084.817757
118.102002,363,2084.948842
118.102002,363,2085.079488
118.102002,363,2085.260081
118.102002,363,2085.390408
118.102002,363,2085.521205
118.102002,363,2085.700264
118.102002,363,2085.827489
118.102002,363,2086.004642
118.102002,363,2086.151329
118.102002,363,2086.284819
118.102002,363,2086.466347
118.102002,363,2086.596537
118.102002,363,2086.72628
18.420991,358,2086.938401
118.102002,363,2087.09932
118.102002,363,2087.271626
118.102002,363,2087.526247
118.102002,363,2087.683261
118.102002,363,2087.830419
118.102002,363,2088.02351
118.102002,363,2088.162134
118.102002,363,2088.348287
118.102002,363,2088.484461
118.102002,363,2088.618512
118.102002,363,2088.798187
118.102002,363,2088.928129
118.102002,363,2089.056494
118.102002,363,2089.268334
118.102002,363,2089.424378
118.102002,363,2089.596372
118.102002,363,2089.809539
118.102002,363,2089.97037
118.102002,363,2090.113523
118.102002,363,2090.301185
118.102002,363,2090.438254
118.102002,363,2090.577037
118.102002,363,2090.784652
118.102002,363,2090.964873
118.102002,363,2091.193811
118.102002,363,2091.340299
118.102002,363,2091.478497
118.102002,363,2091.665697
118.102002,363,2091.801562
118.102002,363,2091.933574
118.102002,363,2092.113635
118.102002,363,2092.243811
118.102002,363,2092.372338
118.102002,363,2092.555652
118.102002,363,2092.699625
118.102002,363,2092.86365
118.102002,363,2093.077648
118.102002,363,2093.219081
118.102002,363,2093.405435
118.102002,363,2093.543475
118.102002,363,2094.947388
118.102002,363,2095.127875
118.102002,363,2095.258004
118.102002,363,2095.387496
118.102002,363,2095.566638
118.102002,363,2095.695368
118.102002,363,2095.822089
118.102002,363,2095.998148
118.102002,363,2096.125716
118.102002,363,2096.254083
118.102002,363,2096.430133
118.102002,363,2096.560994
118.102002,363,2096.690593
118.102002,363,2096.869274
118.102002,363,2096.998687
118.102002,363,2097.186284
118.102002,363,2097.32828
118.102002,363,2097.482861
118.102002,363,2097.684689
118.102002,363,2097.84031
118.102002,363,2097.979985
118.102002,363,2098.16664
118.102002,363,2098.303893
118.102002,363,2098.442388
118.102002,363,2098.626261
118.102002,363,2098.7591
118.102002,363,2098.893023
118.102002,363,2099.12796
118.102002,363,2099.298898
118.102002,363,2099.453113
118.102002,363,2099.648829
118.102002,363,2099.786371
18.420991,358,2099.971623
118.102002,363,2100.110657
118.102002,363,2100.244704
118.102002,363,2100.42407
118.102002,363,2100.553874
118.102002,363,2100.682919
118.102002,363,2100.859855
118.102002,363,2100.985801
118.102002,363,2101.111561
118.102002,363,2101.285026
118.102002,363,2101.411122
118.102002,363,2101.53714
118.102002,363,2101.7089
118.102002,363,2101.834736
118.102002,363,2102.005935
118.102002,363,2102.132723
118.102002,363,2102.258637
118.102002,363,2102.429831
118.102002,363,2102.556541
118.102002,363,2102.68258
118.102002,363,2102.857146
118.102002,363,2102.987617
118.102002,363,2103.117238
118.102002,363,2104.782133
118.102002,363,2104.919879
118.102002,363,2105.058763
118.102002,363,2105.243058
118.102002,363,2105.375333
118.102002,363,2105.505093
118.102002,363,2105.682851
118.102002,363,2105.812337
118.102002,363,2105.983343
118.102002,363,2106.110959
118.102002,363,2106.237268
118.102002,363,2106.40841
118.102002,363,2106.538796
118.102002,363,2106.664987
118.102002,363,2106.835937
118.102002,363,2106.962992
118.102002,363,2107.089086
118.102002,363,2107.261689
118.102002,363,2107.388777
118.102002,363,2107.515142
118.102002,363,2107.691875
118.102002,363,2107.819859
118.102002,363,2107.994475
118.102002,363,2108.125649
118.102002,363,2108.25573
118.102002,363,2108.433957
118.102002,363,2108.564208
118.102002,363,2108.695625
118.102002,363,2108.886162
118.102002,363,2109.037055
118.102002,363,2109.225203
118.102002,363,2109.493855
118.102002,363,2109.651614
118.102002,363,2109.799605
118.102002,363,2109.998251
118.102002,363,2110.139763
118.102002,363,2110.277502
118.102002,363,2110.486839
118.102002,363,2110.652853
118.102002,363,2110.868583
118.102002,363,2111.011136
