#{"t_start": 1784893584.981098, "env_id": "None"}
r,l,t
118.102002,363,658.974328
118.102002,363,659.115545
18.760608,361,659.25739
118.102002,363,659.464877
18.760608,361,659.60434
118.102002,363,659.739103
118.102002,363,659.917004
118.102002,363,660.043666
118.102002,363,660.170635
118.102002,363,660.344804
118.102002,363,660.470443
118.102002,363,660.662263
118.102002,363,660.788438
118.102002,363,660.914814
118.102002,363,661.093467
118.102002,363,661.230675
118.102002,363,661.36899
118.102002,363,661.561689
118.102002,363,661.69703
118.102002,363,661.830212
118.102002,363,662.004991
118.102002,363,662.130628
118.102002,363,662.255769
118.102002,363,662.42998
118.102002,363,662.555578
118.102002,363,662.680804
118.102002,363,664.061977
118.102002,363,664.188853
118.102002,363,664.361869
118.102002,363,664.489358
118.102002,363,664.615398
118.102002,363,664.790487
118.102002,363,664.916505
118.102002,363,665.043061
18.420991,358,665.215214
118.102002,363,665.340982
118.102002,363,665.467466
118.102002,363,665.669561
118.102002,363,665.796434
118.102002,363,665.922723
118.102002,363,666.113338
118.102002,363,666.284705
118.102002,363,666.439365
118.102002,363,666.631735
118.102002,363,666.770495
118.102002,363,666.95352
18.760608,361,667.082828
18.760608,361,667.208423
118.102002,363,667.382592
18.760608,361,667.5076
118.102002,363,667.63395
18.760608,361,667.815236
118.102002,363,667.950085
118.102002,363,668.09978
118.102002,363,668.283925
18.420991,358,668.409492
118.102002,363,668.535024
118.102002,363,668.709104
18.760608,361,668.83418
118.102002,363,669.023774
18.760608,361,669.149708
118.102002,363,669.275259
118.102002,363,669.448054
118.102002,363,669.57406
118.102002,363,669.699383
118.102002,363,669.873391
118.102002,363,669.998886
118.102002,363,670.125298
118.102002,363,670.29894
118.102002,363,670.424617
118.102002,363,670.550896
118.102002,363,670.724285
118.102002,363,670.849841
118.102002,363,670.975293
118.102002,363,671.159169
118.102002,363,671.296622
118.102002,363,671.4826
118.102002,363,671.609169
118.102002,363,671.735161
118.102002,363,671.910643
18.420991,358,672.034935
118.102002,363,673.364896
118.102002,363,673.546954
118.102002,363,673.718061
118.102002,363,673.86764
18.420991,358,674.053282
118.102002,363,674.188821
118.102002,363,674.320203
118.102002,363,674.494853
118.102002,363,674.620202
118.102002,363,674.745219
118.102002,363,674.92152
118.102002,363,675.04709
118.102002,363,675.221011
118.102002,363,675.346893
118.102002,363,675.472514
118.102002,363,675.645508
118.102002,363,675.772145
118.102002,363,675.898874
118.102002,363,676.071955
118.102002,363,676.198113
118.102002,363,676.323825
118.102002,363,676.497325
118.102002,363,676.622531
18.760608,361,676.749374
118.102002,363,676.93929
18.420991,358,677.088537
118.102002,363,677.266335
118.102002,363,677.409835
118.102002,363,677.535363
118.102002,363,677.708332
118.102002,363,677.834421
118.102002,363,677.959644
18.760608,361,678.131516
118.102002,363,678.257467
18.420991,358,678.381308
18.760608,361,678.562922
118.102002,363,678.705965
118.102002,363,678.849162
118.102002,363,679.038767
118.102002,363,679.168247
118.102002,363,679.293285
118.102002,363,679.467214
118.102002,363,679.592878
118.102002,363,679.766594
118.102002,363,679.893012
118.102002,363,680.019391
18.760608,361,680.192284
18.420991,358,680.316747
118.102002,363,680.442755
118.102002,363,680.616124
118.102002,363,680.74162
118.102002,363,680.867156
118.102002,363,681.041513
118.102002,363,681.166988
118.102002,363,681.292295
118.102002,363,681.466147
118.102002,363,682.806377
118.102002,363,682.932374
18.420991,358,683.104096
118.102002,363,683.229752
18.760608,361,683.433805
118.102002,363,683.575079
118.102002,363,683.72132
118.102002,363,683.904245
18.760608,361,684.031403
118.102002,363,684.157239
118.102002,363,684.330229
118.102002,363,684.456571
118.102002,363,684.582306
118.102002,363,684.756065
118.102002,363,684.882872
118.102002,363,685.008526
118.102002,363,685.182345
118.102002,363,685.307664
118.102002,363,685.433882
118.102002,363,685.607025
118.102002,363,685.732612
118.102002,363,685.906745
18.420991,358,686.031287
18.420991,358,686.155335
118.102002,363,686.354005
118.102002,363,686.505227
118.102002,363,686.656773
118.102002,363,686.846576
18.760608,361,686.982136
118.102002,363,687.115701
118.102002,363,687.288169
118.102002,363,687.413706
118.102002,363,687.539164
118.102002,363,687.712939
118.102002,363,687.838233
18.420991,358,688.008913
118.102002,363,688.135467
118.102002,363,688.261493
18.420991,358,688.434568
118.102002,363,688.570604
118.102002,363,688.715692
118.102002,363,688.910248
118.102002,363,689.037937
18.420991,358,689.163389
18.760608,361,689.336358
18.420991,358,689.460736
118.102002,363,689.586416
18.420991,358,689.75884
18.420991,358,689.883865
118.102002,363,690.009313
118.102002,363,690.200943
118.102002,363,690.326804
118.102002,363,690.499372
118.102002,363,690.625937
118.102002,363,690.751703
118.102002,363,692.128361
118.102002,363,692.254981
118.102002,363,692.381549
118.102002,363,692.553982
18.760608,361,692.679193
18.760608,361,692.803652
118.102002,363,692.977009
118.102002,363,693.102706
118.102002,363,693.22881
118.102002,363,693.402192
118.102002,363,693.527813
118.102002,363,693.652916
118.102002,363,693.82731
118.102002,363,693.952838
18.760608,361,694.13065
18.420991,358,694.262004
118.102002,363,694.401211
118.102002,363,694.584716
118.102002,363,694.710624
118.102002,363,694.852431
18.420991,358,695.025496
118.102002,363,695.154342
18.420991,358,695.28037
118.102002,363,695.454877
118.102002,363,695.580408
118.102002,363,695.705663
118.102002,363,695.880559
118.102002,363,696.007108
118.102002,363,696.132403
118.102002,363,696.308137
118.102002,363,696.451191
118.102002,363,696.657547
118.102002,363,696.799483
118.102002,363,696.944132
118.102002,363,697.125429
118.102002,363,697.25351
118.102002,363,697.379083
118.102002,363,697.552489
118.102002,363,697.678873
118.102002,363,697.804318
118.102002,363,697.980672
118.102002,363,698.130912
118.102002,363,698.276249
118.102002,363,698.475916
118.102002,363,698.611835
118.102002,363,698.760867
118.102002,363,698.934067
18.760608,361,699.067982
118.102002,363,699.243191
118.102002,363,699.369053
118.102002,363,699.494475
118.102002,363,699.668419
118.102002,363,699.794871
118.102002,363,699.920244
118.102002,363,700.104275
118.102002,363,701.517428
118.102002,363,701.643429
18.760608,361,701.81589
18.760608,361,701.940237
118.102002,363,702.065357
118.102002,363,702.239725
118.102002,363,702.36521
118.102002,363,702.542289
118.102002,363,702.683131
118.102002,363,702.824038
118.102002,363,703.038376
118.102002,363,703.173792
118.102002,363,703.308316
118.102002,363,703.48286
118.102002,363,703.608252
18.420991,358,703.732031
118.102002,363,703.906608
118.102002,363,704.031998
118.102002,363,704.157439
118.102002,363,704.332259
118.102002,363,704.457736
118.102002,363,704.58292
118.102002,363,704.757809
118.102002,363,704.884107
118.102002,363,705.057813
118.102002,363,705.18365
118.102002,363,705.309293
118.102002,363,705.483029
18.420991,358,705.606935
118.102002,363,705.732913
118.102002,363,705.90676
118.102002,363,706.033664
118.102002,363,706.158804
118.102002,363,706.343575
118.102002,363,706.483324
118.102002,363,706.624284
118.102002,363,706.823699
118.102002,363,706.950349
118.102002,363,707.07551
118.102002,363,707.249967
118.102002,363,707.375534
118.102002,363,707.548256
118.102002,363,707.674903
118.102002,363,707.800265
118.102002,363,707.972919
118.102002,363,708.100101
118.102002,363,708.2256
18.420991,358,708.39677
18.420991,358,708.520598
118.102002,363,708.646332
118.102002,363,708.85188
18.420991,358,708.996938
18.420991,358,709.138521
118.102002,363,709.322426
118.102002,363,709.455466
18.420991,358,710.888763
118.102002,363,711.057211
118.102002,363,711.198175
118.102002,363,711.383945
18.420991,358,711.517189
118.102002,363,711.650002
118.102002,363,711.823937
118.102002,363,711.949816
118.102002,363,712.075266
118.102002,363,712.249466
118.102002,363,712.375149
118.102002,363,712.500115
18.760608,361,712.673104
118.102002,363,712.798226
118.102002,363,712.92353
118.102002,363,713.09739
118.102002,363,713.222926
118.102002,363,713.396138
118.102002,363,713.522408
118.102002,363,713.64742
18.420991,358,713.81876
18.760608,361,713.943821
118.102002,363,714.06892
118.102002,363,714.242317
118.102002,363,714.368421
118.102002,363,714.493817
18.420991,358,714.670074
18.420991,358,714.807049
118.102002,363,714.952218
118.102002,363,715.134326
118.102002,363,715.276491
118.102002,363,715.402293
118.102002,363,715.576816
118.102002,363,715.702552
18.760608,361,715.875737
118.102002,363,716.00231
118.102002,363,716.127654
118.102002,363,716.301319
18.420991,358,716.425945
18.420991,358,716.549706
118.102002,363,716.730782
118.102002,363,716.867996
118.102002,363,717.008166
118.102002,363,717.183805
118.102002,363,717.310422
118.102002,363,717.435981
18.420991,358,717.607887
118.102002,363,717.733676
118.102002,363,717.858859
118.102002,363,718.031388
118.102002,363,718.157294
118.102002,363,718.329617
118.102002,363,718.455007
118.102002,363,718.580608
118.102002,363,718.753392
118.102002,363,720.189568
118.102002,363,720.316445
118.102002,363,720.491297
118.102002,363,720.617424
118.102002,363,720.743096
18.420991,358,720.916497
118.102002,363,721.042171
18.420991,358,721.16624
118.102002,363,721.351228
118.102002,363,721.490197
118.102002,363,721.639633
118.102002,363,721.818614
118.102002,363,721.944795
118.102002,363,722.11892
118.102002,363,722.245276
18.420991,358,722.369143
118.102002,363,722.546853
118.102002,363,722.672507
118.102002,363,722.798068
118.102002,363,722.973239
118.102002,363,723.099014
118.102002,363,723.224905
118.102002,363,723.415993
118.102002,363,723.541779
118.102002,363,723.667495
18.420991,358,723.853422
118.102002,363,723.992832
118.102002,363,724.178718
118.102002,363,724.306037
118.102002,363,724.432413
118.102002,363,724.607129
118.102002,363,724.732894
118.102002,363,724.859648
118.102002,363,725.033945
118.102002,363,725.159424
118.102002,363,725.284555
118.102002,363,725.458301
118.102002,363,725.583696
118.102002,363,725.708853
118.102002,363,725.891646
118.102002,363,726.020285
118.102002,363,726.145825
118.102002,363,726.320183
118.102002,363,726.445461
118.102002,363,726.622815
118.102002,363,726.770845
118.102002,363,726.921191
118.102002,363,727.111335
118.102002,363,727.261499
118.102002,363,727.391569
118.102002,363,727.564994
118.102002,363,727.691345
118.102002,363,727.816936
18.420991,358,727.988973
118.102002,363,728.114201
118.102002,363,728.240232
118.102002,363,729.622017
118.102002,363,729.748731
118.102002,363,729.875601
118.102002,363,730.049576
118.102002,363,730.175907
118.102002,363,730.350046
118.102002,363,730.475857
118.102002,363,730.601143
118.102002,363,730.775603
118.102002,363,730.901272
118.102002,363,731.026786
118.102002,363,731.200746
118.102002,363,731.326454
118.102002,363,731.453673
18.760608,361,731.627593
18.760608,361,731.758613
118.102002,363,731.884579
118.102002,363,732.060157
118.102002,363,732.185614
118.102002,363,732.375817
118.102002,363,732.513387
118.102002,363,732.652806
118.102002,363,732.854619
118.102002,363,732.988388
118.102002,363,733.116658
118.102002,363,733.290345
118.102002,363,733.416207
118.102002,363,733.542307
118.102002,363,733.716147
118.102002,363,733.841782
118.102002,363,733.967276
118.102002,363,734.141405
118.102002,363,734.275095
118.102002,363,734.414291
118.102002,363,734.604165
118.102002,363,734.730394
118.102002,363,734.905963
118.102002,363,735.032131
118.102002,363,735.157724
118.102002,363,735.332386
118.102002,363,735.458098
118.102002,363,735.583565
118.102002,363,735.757803
118.102002,363,735.883392
118.102002,363,736.0231
18.760608,361,736.196561
118.102002,363,736.32175
118.102002,363,736.446905
118.102002,363,736.621499
118.102002,363,736.74729
118.102002,363,736.920763
118.102002,363,737.046726
118.102002,363,737.172308
18.420991,358,737.345166
118.102002,363,737.470554
118.102002,363,738.805379
118.102002,363,739.009364
118.102002,363,739.148358
118.102002,363,739.283369
18.420991,358,739.457526
118.102002,363,739.583939
118.102002,363,739.709635
118.102002,363,739.888191
118.102002,363,740.013909
118.102002,363,740.1395
118.102002,363,740.313378
118.102002,363,740.439189
118.102002,363,740.613564
118.102002,363,740.739689
118.102002,363,740.879995
118.102002,363,741.054206
118.102002,363,741.180215
18.420991,358,741.304057
118.102002,363,741.478162
118.102002,363,741.604371
118.102002,363,741.729726
118.102002,363,741.903698
118.102002,363,742.029261
118.102002,363,742.154615
118.102002,363,742.341821
118.102002,363,742.491795
118.102002,363,742.635808
118.102002,363,742.816399
118.102002,363,742.94267
118.102002,363,743.117269
118.102002,363,743.243517
118.102002,363,743.368756
118.102002,363,743.543239
118.102002,363,743.669077
118.102002,363,743.794595
118.102002,363,743.969232
18.760608,361,744.100672
118.102002,363,744.238575
118.102002,363,744.455981
18.420991,358,744.582646
118.102002,363,744.726103
118.102002,363,744.902412
118.102002,363,745.028949
118.102002,363,745.155537
18.760608,361,745.329134
118.102002,363,745.454734
118.102002,363,745.628458
118.102002,363,745.753957
118.102002,363,745.879141
118.102002,363,746.057461
118.102002,363,746.193081
118.102002,363,746.332841
118.102002,363,746.512497
118.102002,363,746.638749
18.760608,361,746.764657
118.102002,363,748.154004
118.102002,363,748.283201
118.102002,363,748.409991
18.760608,361,748.582365
18.760608,361,748.70787
118.102002,363,748.884498
118.102002,363,749.022356
118.102002,363,749.193583
118.102002,363,749.384202
118.102002,363,749.519878
118.102002,363,749.653639
118.102002,363,749.830424
118.102002,363,749.956126
118.102002,363,750.081365
118.102002,363,750.258835
118.102002,363,750.38557
18.420991,358,750.509878
118.102002,363,750.684078
118.102002,363,750.809834
118.102002,363,750.935124
118.102002,363,751.109689
118.102002,363,751.235487
118.102002,363,751.410337
118.102002,363,751.53708
118.102002,363,751.663422
118.102002,363,751.836551
118.102002,363,751.962988
118.102002,363,752.088283
118.102002,363,752.268558
118.102002,363,752.407313
118.102002,363,752.562497
118.102002,363,752.743928
118.102002,363,752.885541
118.102002,363,753.011422
118.102002,363,753.185624
118.102002,363,753.311195
118.102002,363,753.485084
118.102002,363,753.611129
118.102002,363,753.736809
118.102002,363,753.912941
18.760608,361,754.050847
18.420991,358,754.190134
118.102002,363,754.37477
118.102002,363,754.506221
118.102002,363,754.632669
118.102002,363,754.807736
118.102002,363,754.933674
118.102002,363,755.059168
118.102002,363,755.241568
118.102002,363,755.367467
118.102002,363,755.492761
18.760608,361,755.66909
118.102002,363,755.795296
118.102002,363,755.971077
18.760608,361,756.097012
118.102002,363,757.434202
118.102002,363,757.625664
118.102002,363,757.751871
118.102002,363,757.877102
118.102002,363,758.050828
118.102002,363,758.176206
118.102002,363,758.301453
118.102002,363,758.474617
118.102002,363,758.599784
118.102002,363,758.725249
118.102002,363,758.899935
118.102002,363,759.031301
118.102002,363,759.156468
118.102002,363,759.330342
118.102002,363,759.456549
118.102002,363,759.630069
118.102002,363,759.762785
118.102002,363,759.923859
118.102002,363,760.116127
118.102002,363,760.250848
118.102002,363,760.381989
118.102002,363,760.557238
118.102002,363,760.68288
118.102002,363,760.808566
118.102002,363,760.982657
118.102002,363,761.108544
118.102002,363,761.234244
118.102002,363,761.409173
118.102002,363,761.538508
118.102002,363,761.711058
118.102002,363,761.836668
118.102002,363,761.962132
118.102002,363,762.16258
118.102002,363,762.303355
118.102002,363,762.4517
118.102002,363,762.639045
118.102002,363,762.773848
118.102002,363,762.900925
118.102002,363,763.076261
118.102002,363,763.202253
118.102002,363,763.327428
118.102002,363,763.501617
118.102002,363,763.627043
118.102002,363,763.752407
118.102002,363,763.926535
118.102002,363,764.052261
118.102002,363,764.225542
118.102002,363,764.35295
18.760608,361,764.477505
18.760608,361,764.650144
118.102002,363,764.778781
118.102002,363,764.916854
118.102002,363,765.11025
118.102002,363,765.238237
118.102002,363,765.364281
118.102002,363,766.745965
118.102002,363,766.871916
118.102002,363,766.998597
118.102002,363,767.173899
118.102002,363,767.299899
18.760608,361,767.424485
118.102002,363,767.646881
118.102002,363,767.786975
118.102002,363,767.988336
118.102002,363,768.116013
118.102002,363,768.242484
118.102002,363,768.41653
118.102002,363,768.542134
18.760608,361,768.666747
118.102002,363,768.841157
118.102002,363,768.973989
118.102002,363,769.103568
118.102002,363,769.280876
118.102002,363,769.406788
18.420991,358,769.530986
18.420991,358,769.705877
118.102002,363,769.832736
118.102002,363,770.008658
118.102002,363,770.134853
118.102002,363,770.260574
118.102002,363,770.436559
18.760608,361,770.572767
118.102002,363,770.735319
118.102002,363,770.943435
18.420991,358,771.082284
18.420991,358,771.217916
118.102002,363,771.401637
118.102002,363,771.532396
18.420991,358,771.656465
118.102002,363,771.83029
18.420991,358,771.954264
118.102002,363,772.08017
118.102002,363,772.253639
118.102002,363,772.379562
118.102002,363,772.559823
118.102002,363,772.698865
118.102002,363,772.84572
118.102002,363,773.027905
118.102002,363,773.155363
118.102002,363,773.281503
118.102002,363,773.455457
18.420991,358,773.580035
118.102002,363,773.705508
118.102002,363,773.878858
118.102002,363,774.005532
18.420991,358,774.129253
18.420991,358,774.301497
118.102002,363,774.427874
118.102002,363,774.553495
18.760608,361,774.726508
118.102002,363,776.076916
118.102002,363,776.251088
118.102002,363,776.379385
118.102002,363,776.505401
118.102002,363,776.681148
118.102002,363,776.825777
18.420991,358,776.963421
118.102002,363,777.149571
118.102002,363,777.27645
118.102002,363,777.402511
118.102002,363,777.576212
18.760608,361,777.701342
118.102002,363,777.827045
118.102002,363,778.000431
118.102002,363,778.126736
118.102002,363,778.252142
118.102002,363,778.425593
118.102002,363,778.5515
118.102002,363,778.742341
118.102002,363,778.868068
118.102002,363,778.997458
118.102002,363,779.172216
18.420991,358,779.29654
118.102002,363,779.421751
118.102002,363,779.59587
118.102002,363,779.721797
118.102002,363,779.848663
18.420991,358,780.021721
18.420991,358,780.145499
118.102002,363,780.2711
18.420991,358,780.476007
118.102002,363,780.616747
118.102002,363,780.78552
18.420991,358,780.971061
118.102002,363,781.107832
118.102002,363,781.289446
118.102002,363,781.415729
118.102002,363,781.540822
118.102002,363,781.714594
118.102002,363,781.84055
118.102002,363,781.966308
118.102002,363,782.139067
118.102002,363,782.265364
18.420991,358,782.389075
118.102002,363,782.561955
118.102002,363,782.68742
118.102002,363,782.813489
118.102002,363,782.98715
118.102002,363,783.128823
118.102002,363,783.255055
18.420991,358,783.42731
18.760608,361,783.551672
118.102002,363,783.730205
118.102002,363,783.871232
118.102002,363,784.031011
118.102002,363,784.217632
118.102002,363,785.582369
118.102002,363,785.710281
118.102002,363,785.884535
118.102002,363,786.010664
18.420991,358,786.136438
118.102002,363,786.319979
118.102002,363,786.452056
118.102002,363,786.580048
118.102002,363,786.754867
118.102002,363,786.880536
118.102002,363,787.069459
118.102002,363,787.196395
118.102002,363,787.322145
118.102002,363,787.495306
118.102002,363,787.621786
118.102002,363,787.747593
118.102002,363,787.921398
118.102002,363,788.047375
18.420991,358,788.172414
118.102002,363,788.346123
118.102002,363,788.4714
118.102002,363,788.597282
118.102002,363,788.780855
118.102002,363,788.918927
118.102002,363,789.080401
118.102002,363,789.256779
118.102002,363,789.3836
118.102002,363,789.557903
118.102002,363,789.684276
118.102002,363,789.810942
18.420991,358,789.983638
18.760608,361,790.10907
18.760608,361,790.233762
118.102002,363,790.41328
118.102002,363,790.553401
118.102002,363,790.698669
118.102002,363,790.899609
118.102002,363,791.028344
118.102002,363,791.153503
118.102002,363,791.328429
118.102002,363,791.457523
118.102002,363,791.583228
118.102002,363,791.75732
118.102002,363,791.8831
18.760608,361,792.055038
118.102002,363,792.182003
118.102002,363,792.307874
118.102002,363,792.48079
118.102002,363,792.607475
118.102002,363,792.733181
118.102002,363,792.906779
18.420991,358,793.030937
118.102002,363,793.172462
118.102002,363,793.345517
118.102002,363,793.470866
118.102002,363,794.921421
118.102002,363,795.095838
18.420991,358,795.221274
118.102002,363,795.394916
118.102002,363,795.522102
118.102002,363,795.648096
118.102002,363,795.820999
118.102002,363,795.94718
118.102002,363,796.07362
118.102002,363,796.247927
118.102002,363,796.373929
118.102002,363,796.499374
118.102002,363,796.673946
118.102002,363,796.799741
118.102002,363,796.925227
118.102002,363,797.115966
118.102002,363,797.242287
118.102002,363,797.367681
18.760608,361,797.540676
118.102002,363,797.666487
118.102002,363,797.843175
118.102002,363,797.969753
118.102002,363,798.095803
118.102002,363,798.27018
118.102002,363,798.396355
118.102002,363,798.521953
118.102002,363,798.709326
118.102002,363,798.849842
18.420991,358,798.99197
118.102002,363,799.191718
118.102002,363,799.318366
118.102002,363,799.444681
118.102002,363,799.618704
118.102002,363,799.744302
118.102002,363,799.87075
118.102002,363,800.044977
118.102002,363,800.170566
118.102002,363,800.345393
118.102002,363,800.471489
118.102002,363,800.597143
118.102002,363,800.770863
118.102002,363,800.915543
118.102002,363,801.069189
118.102002,363,801.307413
118.102002,363,801.454262
118.102002,363,801.594905
118.102002,363,801.781062
118.102002,363,801.915286
118.102002,363,802.0464
118.102002,363,802.221123
118.102002,363,802.346849
118.102002,363,802.520744
118.102002,363,802.64678
118.102002,363,802.772519
118.102002,363,802.946092
118.102002,363,804.295147
118.102002,363,804.421736
118.102002,363,804.596581
118.102002,363,804.723026
118.102002,363,804.849718
118.102002,363,805.036363
18.420991,358,805.172867
118.102002,363,805.332487
118.102002,363,805.568465
118.102002,363,805.716177
118.102002,363,805.858342
118.102002,363,806.043311
118.102002,363,806.178365
18.760608,361,806.35378
118.102002,363,806.479993
118.102002,363,806.605462
118.102002,363,806.779704
118.102002,363,806.905612
18.420991,358,807.029664
118.102002,363,807.203977
18.420991,358,807.328281
118.102002,363,807.454006
118.102002,363,807.628016
18.420991,358,807.752302
118.102002,363,807.892054
118.102002,363,808.081837
18.420991,358,808.218432
118.102002,363,808.358631
118.102002,363,808.541718
118.102002,363,808.66924
118.102002,363,808.843032
118.102002,363,808.969002
118.102002,363,809.095709
118.102002,363,809.270493
118.102002,363,809.399029
118.102002,363,809.52475
118.102002,363,809.741795
118.102002,363,809.882467
118.102002,363,810.03245
118.102002,363,810.227136
118.102002,363,810.365121
118.102002,363,810.501213
118.102002,363,810.681294
118.102002,363,810.807264
118.102002,363,810.980673
18.760608,361,811.105805
118.102002,363,811.23182
18.760608,361,811.405241
118.102002,363,811.546584
118.102002,363,811.67221
118.102002,363,811.846361
118.102002,363,811.971889
118.102002,363,812.097508
118.102002,363,812.272092
118.102002,363,812.397745
118.102002,363,813.809454
118.102002,363,814.005335
118.102002,363,814.131298
118.102002,363,814.257698
118.102002,363,814.433988
118.102002,363,814.559984
118.102002,363,814.733883
118.102002,363,814.861306
118.102002,363,814.987403
118.102002,363,815.167745
118.102002,363,815.2969
118.102002,363,815.42269
118.102002,363,815.606813
118.102002,363,815.745532
118.102002,363,815.91184
118.102002,363,816.110802
118.102002,363,816.249281
118.102002,363,816.384787
118.102002,363,816.566361
118.102002,363,816.6924
118.102002,363,816.818042
18.760608,361,816.991733
118.102002,363,817.117815
118.102002,363,817.291179
118.102002,363,817.417259
118.102002,363,817.544174
118.102002,363,817.731498
118.102002,363,817.886669
118.102002,363,818.032911
118.102002,363,818.222216
118.102002,363,818.360781
118.102002,363,818.495441
18.420991,358,818.672268
18.420991,358,818.796508
118.102002,363,818.922457
118.102002,363,819.100628
18.760608,361,819.22527
118.102002,363,819.350518
118.102002,363,819.524964
118.102002,363,819.650495
118.102002,363,819.826215
118.102002,363,819.969054
118.102002,363,820.095069
118.102002,363,820.276106
118.102002,363,820.415601
118.102002,363,820.558305
118.102002,363,820.757394
118.102002,363,820.895267
118.102002,363,821.032309
118.102002,363,821.213449
18.420991,358,821.338206
118.102002,363,821.464682
118.102002,363,821.638819
118.102002,363,821.764745
118.102002,363,821.954695
118.102002,363,823.285408
118.102002,363,823.413077
118.102002,363,823.589628
118.102002,363,823.717105
118.102002,363,823.843633
118.102002,363,824.018379
118.102002,363,824.14397
118.102002,363,824.269788
118.102002,363,824.455193
118.102002,363,824.593579
118.102002,363,824.762542
118.102002,363,824.951644
118.102002,363,825.088209
118.102002,363,825.222527
118.102002,363,825.398492
118.102002,363,825.524312
118.102002,363,825.698432
118.102002,363,825.824863
118.102002,363,825.95056
118.102002,363,826.125151
118.102002,363,826.25128
118.102002,363,826.37714
118.102002,363,826.551626
118.102002,363,826.677964
118.102002,363,826.803738
118.102002,363,826.979303
118.102002,363,827.121505
118.102002,363,827.247398
118.102002,363,827.423643
118.102002,363,827.56137
118.102002,363,827.755839
118.102002,363,827.892603
118.102002,363,828.028892
118.102002,363,828.215777
118.102002,363,828.342169
118.102002,363,828.468705
118.102002,363,828.642535
118.102002,363,828.7686
118.102002,363,828.894242
18.420991,358,829.082364
18.420991,358,829.206474
118.102002,363,829.33242
118.102002,363,829.50582
118.102002,363,829.631369
118.102002,363,829.756375
118.102002,363,829.93344
118.102002,363,830.059397
118.102002,363,830.233798
118.102002,363,830.359906
118.102002,363,830.485476
118.102002,363,830.659994
118.102002,363,830.7861
118.102002,363,830.91163
118.102002,363,831.092712
118.102002,363,831.23238
118.102002,363,832.634427
118.102002,363,832.809196
118.102002,363,832.93607
118.102002,363,833.06181
118.102002,363,833.236851
118.102002,363,833.378793
118.102002,363,833.504385
118.102002,363,833.679059
118.102002,363,833.804333
118.102002,363,833.977738
118.102002,363,834.103455
118.102002,363,834.230098
118.102002,363,834.403607
118.102002,363,834.529009
118.102002,363,834.654837
118.102002,363,834.829454
18.420991,358,834.953854
118.102002,363,835.079051
118.102002,363,835.253315
118.102002,363,835.379043
118.102002,363,835.504387
118.102002,363,835.679151
118.102002,363,835.804544
118.102002,363,835.99539
118.102002,363,836.125657
118.102002,363,836.261343
118.102002,363,836.474481
118.102002,363,836.610578
118.102002,363,836.743818
118.102002,363,836.917659
18.420991,358,837.04241
118.102002,363,837.168078
118.102002,363,837.341334
118.102002,363,837.467634
118.102002,363,837.592543
118.102002,363,837.76693
118.102002,363,837.90914
118.102002,363,838.034736
118.102002,363,838.222634
118.102002,363,838.362268
118.102002,363,838.562306
118.102002,363,838.692683
118.102002,363,838.819599
118.102002,363,838.993529
118.102002,363,839.119162
118.102002,363,839.244496
118.102002,363,839.419034
118.102002,363,839.544754
118.102002,363,839.685743
118.102002,363,839.861578
118.102002,363,840.000702
118.102002,363,840.139566
118.102002,363,840.365952
118.102002,363,840.505064
118.102002,363,840.641302
118.102002,363,842.043392
18.760608,361,842.169086
118.102002,363,842.342421
118.102002,363,842.468468
118.102002,363,842.593996
118.102002,363,842.777044
118.102002,363,842.914528
18.420991,358,843.062835
118.102002,363,843.248969
118.102002,363,843.382994
118.102002,363,843.529924
118.102002,363,843.706225
118.102002,363,843.831336
118.102002,363,843.957469
118.102002,363,844.134233
118.102002,363,844.259467
118.102002,363,844.432457
118.102002,363,844.558208
118.102002,363,844.683552
118.102002,363,844.859714
118.102002,363,844.98578
118.102002,363,845.111011
18.420991,358,845.284148
118.102002,363,845.41023
118.102002,363,845.535609
118.102002,363,845.71024
18.420991,358,845.834802
118.102002,363,845.9605
118.102002,363,846.134684
118.102002,363,846.26033
118.102002,363,846.391095
118.102002,363,846.583008
118.102002,363,846.720648
118.102002,363,846.921828
118.102002,363,847.056195
118.102002,363,847.185027
118.102002,363,847.35965
118.102002,363,847.485277
118.102002,363,847.610645
118.102002,363,847.801167
118.102002,363,847.926621
118.102002,363,848.051584
118.102002,363,848.233999
118.102002,363,848.374347
118.102002,363,848.530669
118.102002,363,848.725103
118.102002,363,848.864079
118.102002,363,848.999372
118.102002,363,849.180162
118.102002,363,849.305848
118.102002,363,849.478887
118.102002,363,849.605353
118.102002,363,849.730692
118.102002,363,849.905703
118.102002,363,850.032239
118.102002,363,850.157952
118.102002,363,851.535182
118.102002,363,851.66199
118.102002,363,851.787949
118.102002,363,851.961665
118.102002,363,852.103149
18.420991,358,852.226802
118.102002,363,852.415835
118.102002,363,852.555557
118.102002,363,852.737035
118.102002,363,852.864102
118.102002,363,852.989803
118.102002,363,853.163828
118.102002,363,853.28978
118.102002,363,853.415378
118.102002,363,853.587831
18.420991,358,853.712786
18.420991,358,853.837083
118.102002,363,854.010235
118.102002,363,854.135978
118.102002,363,854.262449
118.102002,363,854.435954
118.102002,363,854.561516
118.102002,363,854.687688
18.420991,358,854.861111
118.102002,363,854.987062
118.102002,363,855.161918
118.102002,363,855.289234
118.102002,363,855.416524
118.102002,363,855.617954
118.102002,363,855.763451
118.102002,363,855.912064
118.102002,363,856.125463
118.102002,363,856.260338
118.102002,363,856.392807
